,date,username,tweet,wisata/hiburan,pendidikan,fasilitas/layanan publik,kuliner
832,07/11/2021 03:34,Sumarnotegal,PANTAI MUARA ANYAR 🏖️  berlokasi jln.Brawijaya kel.muarareja RW.03 kec.tegal barat butuh dukungan dan bantuan dari kepemerintahan kotaTegal dan provinsiJateng 🙏 @sandiuno @ganjarpranowo @disporaparjtg @PemkotTegal @pariwisatategal @bappedakotategal @disperkimkotategal  https://t.co/M8kJ8D9TAk,1,-1,-1,-1
842,06/11/2021 11:57,tegalfess,[tf] gais info yang jual rujak kangkung sedep enak di sekitaran mejasem atau tegal kota dong makasiii,-1,-1,-1,1
851,06/11/2021 05:18,khafidpoenya,Alun² kota Tegal  https://t.co/a9oWXDO45J,1,-1,-1,-1
874,04/11/2021 16:16,tegalfess,"[tf] ayam geprek yg beneran digeprek sama sambelnya dimana ya, kebanyakan ayam ditumbuk doang abis itu kasih sambel di atasnya, info dong, tegal kota atau mentok mejasem ya, mksh",-1,-1,-1,1
911,03/11/2021 13:26,isrdotcom,"Penerapan sistem satu arah di Jalan Ahmad Yani Kota Tegal akan diberlakukan mulai hari ini, 3 November 2021 pukul 06:00 WIB.    https://t.co/ohHCAS2BM9",-1,-1,1,-1
913,03/11/2021 10:58,doel__ali,"Ini sudah dilakukan di Kota Tegal, kemaren Om saya yg sekarang diluar kota aja dapet surat panggilan khusus untuk vaksin dari pihak kelurahan..  https://t.co/vw64NDrFGb",-1,-1,1,-1
914,03/11/2021 10:08,sebayu_94FM,"Vaksinasi covid-19 untuk peserta didik yang bersekolah di Kota Tegal sudah mencapai 99%. Siswa yang sudah berusia paling rendah 12 tahun dari tingkat SD, SMP, SMA hingga mahasiswa di perguruan tinggi harus mendapatkan vaksinasi covid-19.  Selengkapnya di  https://t.co/AtDJuATn4X  https://t.co/SdGTpRJeox",-1,1,-1,-1
920,03/11/2021 07:39,panturapost,"Pemberlakuan satu arah dari arah selatan ke utara di kawasan yang akan dijadikan ""Malioboro""-nya Kota Tegal itu akan diberlakukan seterusnya.   https://t.co/X5H5h54aKX",-1,-1,1,-1
930,02/11/2021 18:42,tegalfess,[TF] spot mancing neng tegal sing jos neng ndi? sing perek kota bae,1,-1,-1,-1
933,02/11/2021 17:06,kumparan,"Pemberlakuan satu arah dari arah selatan ke utara di kawasan yang akan dijadikan ""Malioboro""-nya Kota Tegal itu akan diberlakukan seterusnya. #publisherstory  https://t.co/QCDx1UQUo4",-1,-1,1,-1
968,01/11/2021 18:25,maulana696969,Proyek 'Malioboro' Kota Tegal Terus Dikebut  https://t.co/L1sZzk7tqh,-1,-1,1,-1
969,01/11/2021 18:21,panturapost,"Ditargetkan Selesai 20 Desember, Proyek “Malioboro” Kota Tegal Terus Dikebut  https://t.co/zLX2qxoUvV",-1,-1,1,-1
970,01/11/2021 18:21,irsyamdata,"Ikuti Aturan Kemenkes, Biaya Tes PCR di RSUD Kardinah Kota Tegal Turun Jadi Rp 275.000  https://t.co/5BCyswCFfv",-1,-1,1,-1
988,01/11/2021 08:05,imam_bepe,"Penasaran sama preman yg mengelola parkir di PAI, coba polres tegal kota berani buka gak? 😂",-1,-1,0,-1
996,31/10/2021 15:50,narkobatglkota,"Dalam rangka pengawasan PPKM Level 1, jajaran Polres Tegal Kota terus meningkatkan patroli untuk mengingatkan masyarakat dalam penerapan Disiplin Prokes sebagai upaya mencegah penyebaran Covid-19 di Kota Tegal . @humas_poldajateng @humas_polresta_tegal  https://t.co/9QnQiavLKw",-1,-1,1,-1
997,31/10/2021 15:48,narkobatglkota,Info Pelayanan Vaksinasi COVID-19 di Polres Tegal Kota .  Melayani Vaksinasi Dosis 1  .  Syarat dan ketentuan membawa KTP (domisili Kota Tegal) . cegahcovid19 ayovaksinlur @humas_poldajateng @humas_polresta_tegal  https://t.co/gvSUyxTs8G,-1,-1,1,-1
998,31/10/2021 15:24,om_wsp,"Dalam rangka pengawasan PPKM Level 1, jajaran Polres Tegal Kota terus meningkatkan patroli untuk mengingatkan masyarakat dalam penerapan Disiplin Prokes sebagai upaya mencegah penyebaran Covid-19 di Kota Tegal . @bidhumas_jtg @tegal100  https://t.co/bVlD5EGb7w",-1,-1,1,-1
1001,31/10/2021 12:37,infotegal,"Sudah jarang banget nih Es Sagwan yang warnanya coklat, kebanyakan warnanya merah muda. Nah salah satu yang masih bisa ditemui adalah yang ada di sebelah PMI Kota Tegal (Jl. Aiptu KS. Tubun) . Harganya juga masih murah meriah, 7k (dine in) dan 6k (take away).  https://t.co/vlB5kZevWL",-1,-1,-1,1
1011,30/10/2021 12:34,tegalfess,[Tf] yang pernah perpanjang SKCK domisili tegal kota gimana prosedurnya? SKCK ku udah mati 2thn lebih. Makasih yang udah jawab :),-1,-1,1,-1
1017,30/10/2021 08:33,narkobatglkota,"Guna menciptakan Herd Imunnity Bhabinkamtibmas bersinergi dengan Satgas PPKM ditingkat Kelurahan, melaksanakan kegiatan Vaksinasi secara door to door kepada warga masyarakat  yang belum melaksanakan vaksin di sejumlah wilayah Kota Tegal. . ==========================  https://t.co/BfmV0YhdAr",-1,-1,1,-1
1031,29/10/2021 14:55,kumparan,Masyarakat kini bisa mendapatkan layanan poliklinik di luar jam operasional di RSUD Kardinah Kota Tegal. #pblisherstory  https://t.co/wNghzQSHK4,-1,-1,1,-1
1032,29/10/2021 14:04,tegalfess,"[TF] Rekomendasi dong tempat ngopi atau nongki yang asik di tegal kota maupun kabupaten, hehe suwunn",1,-1,-1,1
1038,29/10/2021 10:47,_boileen,Pengen onigiri 🤤 pernah muter2 sampe tegal kota tp ga nemu juga 😅,-1,-1,-1,0
1047,28/10/2021 20:17,GATRA_com,"Ruang Publik di Kota Tegal Mulai Dibuka, Pengunjung Wajib Vaksin  #pemerintah #kota #pemkot #tegal #jawa #tengah #ppkm #ruang #publik #divaksin  https://t.co/8nPoIIFbed",-1,-1,1,-1
1049,28/10/2021 19:16,GATRA_com,"Ringankan Beban Pandemi, IKASMA Beri Beasiswa Puluhan Siswa  #kota tegal #covid #19 #beasiswa  https://t.co/GN0OZz35hq",-1,1,-1,-1
1050,28/10/2021 19:10,kumparan,Taman Pancasila yang berada di depan Stasiun Kereta Api Kota Tegal secara resmi dibuka untuk masyarakat umum. #publisherstory  https://t.co/1uA5DAfKwk,-1,-1,1,-1
1051,28/10/2021 18:26,kompascom,"Taman Pancasila yang berada di kawasan Alun-alun Kota Tegal, Jawa Tengah, kembali dibuka untuk masyarakat umum, Kamis (28/10/2021).  https://t.co/LhwXMICvw3",-1,-1,1,-1
1053,28/10/2021 17:57,tglinfo1,"Gambar kerja JL. A Yani #kotategal sebelum dan sesudah revisi, jadi tetap ada parkir di sepanjang Jalan Ahmad Yani ya.  https://t.co/8ONyxbWjSu",-1,-1,0,-1
1055,28/10/2021 17:43,tegalfess,"[TF] Rekomen tempat wifian (jangan cafe) di tegal kota, kalo bisa yang buka sampe malem",1,-1,-1,-1
1056,28/10/2021 17:35,tegalfess,[TF] Gaiss siomay yg enak dimana ya? area tegal kota,-1,-1,-1,1
1059,28/10/2021 17:03,Puskapikcom,Puluhan Siswa SMA 1 Kota Tegal Terdampak Covid-19 Terima Beasiswa  https://t.co/1exXLqRBjy,-1,1,-1,-1
1078,28/10/2021 07:22,lewatmana,"Tol Dalam Kota dr Cawang menuju Semanggi macet, tersendat di Exit Tegal Parang &amp;amp; Polda. #JKTT  https://t.co/c58YpTLyGa (via @nabilaaII)",-1,-1,0,-1
1079,28/10/2021 07:22,nabilaaII,"@lewatmana Tol Dalam Kota dr Cawang menuju Semanggi macet, tersendat di Exit Tegal Parang &amp; Polda. #JKTT  https://t.co/aTB5fBCrkB",-1,-1,0,-1
1083,27/10/2021 19:59,kumparan,"Tim Resmob Polres Tegal Kota akhiré nangkep pasangan lanang wadon sing inisialé FMN (25) lan ARP (22) warga Kecamatan Tegal Barat, Kota Tegal sawisé njambrét HaPé ndéké warga. #publisherstory  https://t.co/PoEfVPBlwv",-1,-1,1,-1
1085,27/10/2021 19:23,quro_v,"Lalu hadir kereta cepat JKT Bdg, stasiun akhir tegal luar, itu ada di wilayah kabupaten, selatan kota bdg, jalan dan transportasi ke sana? Ada angkot ke Komplek GBA dan jalan kecil. APBD Kab Bdg? ga bakal sanggup bikin buat bikin jalan baru dan lebar.",-1,-1,1,-1
1092,27/10/2021 15:34,GATRA_com,Ini Langkah Kota Tegal Antisipasi Gelombang Ketiga Covid-19  #gelombang ketiga #covid #19 #kota tegal  https://t.co/vKp4iJf4w1,-1,-1,1,-1
1095,27/10/2021 13:21,IdMatakita,Pelajar SMP Negeri 1 Raih Medali Emas dan Perak di Popda Tingkat Kota Tegal Tahun 2021 Bidang Cabang Olahraga Taekwondo  https://t.co/gaRVfyCRCA,-1,1,-1,-1
1112,26/10/2021 16:02,infotegal,"Kalau lagi ke PAI, jangan lupa mampir juga ke tempat ini. Hutan Kota Mintaragen. Tempatnya adem dan yang suka rerimbunan pohon maupun kesunyian juga pas banget.  Eh ternyata sudah sore, waktu cepet banget berlalu ya sobat.  #Tegal #infotegal #wisatategal  https://t.co/EYOGBpAbRG",1,-1,-1,-1
1116,26/10/2021 14:31,LSumpang,"Polres Tegal Kota yang diwakili oleh Kabag SDM Kompol Pujiningsih,S.H.,M.H menyerahkan bansos dari alumni AKABRI 1990 terhadap korban meninggal karena Covid -19.  @humas_polresta_tegal_kota @SDMPolresTegalkota  https://t.co/DolfFgLVfS",-1,-1,1,-1
1123,26/10/2021 11:59,LSumpang,"Kapolres Tegal kota bersama tiga pilar secara intensif menggelar Patroli selama PPKM berlangsung.Selain menegur dan penertiban,sejumlah warga dan pelaku usaha terpaksa ditindak petugas karena melanggar Prokes maupun aturan operasional sesuai Surat edaran Walikota Tegal .  https://t.co/bMf2Gpfh3l",-1,-1,1,-1
1129,26/10/2021 10:21,Babonbonbon1,@IndiHomeCare mau laporan gangguan untuk klinik utama dipta kota tegal min,-1,-1,1,-1
1137,25/10/2021 20:02,kumparan,"Keberatan dengan pencopotan sejumlah spanduk bernada kritikan oleh Satpol PP Kota Tegal , P3 JAYA akan melayangkan somasi kepada Kepala Satpol PP Kota Tegal, Hartoto. #publisherstory  https://t.co/pnLz02kRmj",-1,-1,0,-1
1142,25/10/2021 17:04,sebayu_94FM,"Kerja keras personil dari Polres Tegal Kota dan berkat laporan dari masyarakat, berhasil mengungkap 3 kasus sekaligus.  Selengkapnya di  https://t.co/WJRn10KYiG  #kasus #polrestegal #sebayu #kotategal #tegal  https://t.co/FOIs0GVPX1",-1,-1,1,-1
1157,24/10/2021 18:23,Yuni00609296,"@pdam_kotategal Air PDAM area Lebaksiu dari jam 09.00 sampe sekarang 18.30 belum nyala, Mohon penjelasanya sampe kapan pak🙏 Kerepotan bagi saya yang hanya mengandalkan PDAM tanpa ada sumber air lainya .",-1,-1,0,-1
1162,24/10/2021 11:58,narkobatglkota,"Dalam rangka menjaga kelestarian lingkungan khususnya di wilayah perairan pantai, Polres Tegal Kota bersama Komite Nasional Pemuda Indonesia (KNPI) dan elemen masyarakat Kota Tegal melaksanakan aksi bersih-bersih di kawasan Obyek Wisata Pantai Alam Indah. Minggu (24/10/21) pagi .  https://t.co/uaxQG0q4k2",-1,-1,1,-1
1163,24/10/2021 11:19,LSumpang,"Dalam rangka menjaga kelestarian lingkungan khususnya di wilayah perairan pantai, Polres Tegal Kota bersama Komite Nasional Pemuda Indonesia (KNPI) dan elemen masyarakat Kota Tegal melaksanakan aksi bersih-bersih di kawasan Obyek Wisata Pantai Alam Indah. Minggu (24/10/21) pagi  https://t.co/4nAil15ZSf",-1,-1,1,-1
1164,24/10/2021 11:05,kumparan,"Sejumlah rumah dan toko di sepanjang Jalan Ahmad Yani Kota Tegal, Minggu (24/10/2021) pagi, memasang spanduk protes terhadap proyek City Walk ""Malioboro"" yang terus dikerjakan. #publisherstory  https://t.co/gkEkjyAYEF",-1,-1,0,-1
1165,24/10/2021 10:54,abdulhofir,"@infotegal Jogging track nya kurang panjang, Min. Kalau boleh kasih masukan, contohlah Kota Padang yg menggarap tepi pantainya dg baik sampai akhirnya jadi destinasi wisata yg sangat menarik turis baik domestik maupun mancanegara. Saya asli Tegal, kerja di Padang. Salam.",1,-1,0,-1
1176,23/10/2021 18:03,narkobatglkota,"Persiapan dalam menghadapi potensi banjir pada musim penghujan, Kapolres Tegal Kota melakukan pengecekan kondisi sarana dan prasarana yang dapat digunakan sebagai tempat penanggulangan bencana banjir.  https://t.co/0RclRJRNZF",-1,-1,1,-1
1177,23/10/2021 18:00,narkobatglkota,"Kapolres Tegal Kota AKBP Rahmad Hidayat, S.S hadiri acara penanaman pohon mangrove di Pantai Muara Anyar Kel. Muarareja Kota Tegal. Sabtu (23/10/21) pagi .  https://t.co/tiG6O5fF11",1,-1,1,-1
1180,23/10/2021 12:32,polisi_brebes,"Dalam menjaga kamtibmas di wilayah hukum Polres Brebes upaya preventif terus dilakukan untuk menekan angka kejahatan yang dilakukan di malam hari, kegiatan patroli kali ini di lakukan sepanjang jalan pantura brebes dan juga perbatasan Tegal Kota dengan kabupaten Brebes  https://t.co/mfHfeG1Qsz",-1,-1,1,-1
1187,23/10/2021 10:27,kumparan,Sejumlah sopir angkutan kota (angkot) mengaku keberatan dengan rencana penerapan sistem satu arah di Jalan Ahmad Yani Kota Tegal. #publisherstory  https://t.co/qqFDlQqGi4,-1,-1,0,-1
1190,23/10/2021 01:07,KesbangpolTegal,Bakesbangpol Kota Tegal telah membentuk FKDM sebagai bukti atas peran serta masyarakat dalam meningkatkan kewaspadaan dini di masyarakat. Selain itu jg telah dikembangkan sistem pelaporan bebasis WEBSITE yang di namamkan SIP DEDIKASI.,-1,-1,1,-1
1203,22/10/2021 15:43,dtlpoldajateng,"Laporan situasi arus lalu lintas di wilayah hukum Polres Tegal Kota  Kasat Lantas Polres Tegal Kota Akp Aryanindita Bagasatwika M, SIK, MH melaporkan situasi arus lalu lintas di Simpang Jalan KS Tubun Kota Tegal  pada hari Rabu tanggal 20 Oktober 2021 pukul 13.00 WIB  https://t.co/JZ0dTXDzyQ",-1,-1,1,-1
1208,22/10/2021 14:08,Lia_nrlyh,@BurgerKing_ID Kapan buka di kota Tegal min?,-1,-1,-1,1
1226,22/10/2021 04:50,b_ok_is,Anak-anak pembelajar di Taman Bacaan Masyarakat (TBM) Sakila KertI di terminal bis kota dan juga di Pantai Indah Kota Tegal mendapatkan tafsir Al Quran dari Kang @maman1965  https://t.co/jnYKlxPRm8,-1,1,-1,-1
1243,21/10/2021 15:51,tegalfess,"[tf] guys info yg jual kerupuk seblak daerah tegal kota, yg ukuran kecilan aja",-1,-1,-1,1
1245,21/10/2021 15:12,PemkotTegal,Pemerintah Kota Tegal menggelar Tasyakuran di Taman Pancasila Kota Tegal.  https://t.co/o9ijKlHrOv,1,-1,-1,-1
1248,21/10/2021 15:09,PemkotTegal,"Wali Kota Tegal, H. Dedy Yon Supriyono mengapresiasi Penyaluran Bantuan Tunai Pedagang Kaki Lima dan Warung (BTPKLW) kepada 1000 penerima oleh TNI melalui Kodim 0712/Tegal.  https://t.co/eQjue6Y69u",-1,-1,1,-1
1279,20/10/2021 17:05,kumparan,Kapolres Tegal Kota meminta masyarakat untuk berani melapor jika memang merasa menjadi korban pinjol ilegal. #publisherstory  https://t.co/aNneAYiRhL,-1,-1,1,-1
1285,20/10/2021 12:37,GATRA_com,"PPKM Turun Level 1, Sarana Publik di Kota Tegal Mulai Dibuka  https://t.co/5Cuk68OpcR",-1,-1,1,-1
1289,20/10/2021 10:16,kpknl_tegal,"Atas penghargaan ini,  Bakeuda Kota Tegal mengucapkan terima kasih kpd KPKNL Tegal atas penghargaan serta kerjasama yg tlh terjalin selama ini sehingga sangat membantu Pemerintah Kota Tegal dlm rangka tertib BMD &amp; peningkatan Pendapatan Asli Daerah (PAD) dari pelaksanaan lelang.  https://t.co/loHsGDTON2",-1,-1,1,-1
1291,20/10/2021 10:08,tegalfess,Ada yg tau ngga semisal mau komplen PDAM kab tegal kemana? Nyari sosmednya di ig sm twitter adanya yg pdam kota. Apakah itu sama? Terimakasih😊 [tf],-1,-1,0,-1
1293,20/10/2021 08:25,tegalfess,[TF] kawan2 tolong saran cafe yg enak buat kerkol ada wifinya sekitar tegal kota tapi jangan yg mehong2 harganya hehehe  makasih sebelumnya ❤  https://t.co/9HyLaaGDEi,1,-1,-1,1
1304,19/10/2021 15:36,hakimwisanggeni,Kota Tegal level satu nih... Bos Dedy alias Mr. Lockdown senggol dong...  https://t.co/D2oFh7tmQG,-1,-1,0,-1
1308,19/10/2021 11:48,dtlpoldajateng,Kasatlantas Polres Tegal Kota Bersama Stakeholders terkait melaksanakan pengecekkan kesiapan rekayasa arus lalu lintas di jalan Ahmad Yani dalam rangka Pembangunan City Walk Kota Tegal.  https://t.co/nTQFXfMZ8S,-1,-1,1,-1
1328,18/10/2021 16:29,LSumpang,Kapolres Tegal Kota AKBP Rahmad Hidayat S.S menghadiri acara Launching Laboratorium Swab PCR dan Antigen Drive Thru di RSUD Kardinah Kota Tegal. Senin (18/10/2021) @divisihumaspolri  @humas_poldajateng  @pemkot.tegal  @rsudkardinah  https://t.co/dEnRhcpm9a,-1,-1,1,-1
1329,18/10/2021 16:01,narkobatglkota,Kapolres Tegal Kota AKBP Rahmad Hidayat S.S menghadiri acara Launching Laboratorium Swab PCR dan Antigen Drive Thru di RSUD Kardinah Kota Tegal. Senin (18/10/2021)  https://t.co/x8JFuPsaXj,-1,-1,1,-1
1334,18/10/2021 14:43,narkobatglkota,"Kapolres Tegal Kota AKBP Rahmad Hidayat, S.S., menghadiri kegiatan Launching Penyaluran Bantuan Tunai Pedagang Kaki Lima dan Warung ( BTPKLW ) oleh Kodim 0712/Tegal bertempat di Ruang Indoor Kodim 0712/Tegal Jalan Raya Pagongan, Kecamatan Dukuhturi, Kab. Tegal, Senin (18/10/2021)  https://t.co/ARoNKcG33o",-1,-1,1,-1
1357,16/10/2021 20:06,kumparan,"Pengerjaan proyek ""Malioboro"" Kota Tegal diminta dihentikan sementara selama proses peradilan. #publisherstory  https://t.co/kXejXS4UO9",-1,-1,0,-1
1363,16/10/2021 14:23,narkobatglkota,"Di tengah Pandemi Covid-19, jajaran Sat Samapta Polres Tegal Kota terus mengintensifkan patroli bersepeda. Metode patroli bersepeda dipilih mengingat efektifitasnya pada rute jarak pendek dan bisa blusukan hingga gang-gang kecil di pemukiman penduduk .  https://t.co/6O2xsu3zBw",-1,-1,1,-1
1367,15/10/2021 20:43,kumparan,"Sekretaris Disporapar Kota Tegal, Abdan Harimurti menyampaikan, masih ditutupnya pintu masuk PAI sebelah timur merupakan kebijakan langsung dari Wali Kota Tegal. #publisherstory  https://t.co/64ZgNvBHCO",-1,-1,1,-1
1375,15/10/2021 11:24,MalintangPos,Wakil Ketua PKK Kota Tegal Ajak Warga Bijak Kelola Sampah  https://t.co/ijjC9GtI2k,-1,-1,1,-1
1390,14/10/2021 11:46,dukcapilslawi,@putriuttami aplikasi pelayanan online di Kabupaten Tegal untuk cetak ulang KTP El sudah sejak 2018. total waktu verifikasi di kami dan di Kota Tegal jelas berbeda karena perbedaan jumlah penduduk.,-1,-1,1,-1
1396,13/10/2021 20:33,kumparan,"Sedikitnya 3.509 pedagang kaki lima (PKL) dan warung di Kota Tegal mendapat bantuan uang tunai sebesar Rp 1,2 juta dari Kemenko Marves yang disalurkan Polres Tegal Kota. #publisherstory  https://t.co/h2DCaJLRPE",-1,-1,1,-1
1399,13/10/2021 18:12,bb_jateng,"Dinas Kepemudaan dan Olahraga dan Pariwisata Kota Tegal, serta Dinas Kearsipan dan Perpustakaan Kota Tegal  #berbahasasehatIndonesiatangguh #tetapterapkan5M #tetapsehattetapsemangat #BBS2021",-1,-1,1,-1
1409,13/10/2021 17:29,tegalfess,Yang jual dessert Tegal kota dimana? [tf],-1,-1,-1,1
1410,13/10/2021 16:22,infotegal,"Ada yang baru nih di bagian ""pucak"" dari Waterleiding Kota Tegal. Ada tulisan Van Tegal-nya.   Tambah keren ngga nih? Apalagi tempat ini menjadi salah satu ""magnet"" bagi yang lewat Jl. Pancasila Kota Tegal. Baik untuk foto-foto atau memandanginya dari jauh maupun dekat.  https://t.co/CoEpLIt6eX",1,-1,-1,-1
1420,13/10/2021 10:08,tegalfess,[tf] ada yg tau yg jual cireng isi yg 1.000 an di tegal kota dimana? atau cireng isi deh,-1,-1,-1,1
1422,13/10/2021 09:14,tegalfess,[Tf] info yg jual kopi item kiloan daerah tegal kota dong gaes. Tengkyu,-1,-1,-1,1
1426,12/10/2021 20:40,tegalfess,[TF] Fuyung Hai sg enak ngendi lur? Tegal kota,-1,-1,-1,1
1427,12/10/2021 20:04,kumparan,"Perkumpulan Penghuni Pengusaha Jalan Jenderal Ahmad Yani (P3 JAYA) Kota Tegal akhirnya mengajukan gugatan class action terhadap Wali Kota Tegal, Dedy Yon Supriyono. #publisherstory  https://t.co/kmcrAUM6m9",-1,-1,0,-1
1429,12/10/2021 19:11,klikanggaran,"Aspirasi Tak Diindahkan Wali Kota,  Warga  Gugat  Proyek Malioboro Van Tegal  ke Pengadilan  https://t.co/du0rFs9pdw",-1,-1,0,-1
1436,12/10/2021 16:03,infotegal,"Adanya exit tol di tegal ini memang sangat membantu untuk urusan waktu tempuh, mau ke arah timur atau barat jadi terasa dekat.  Ada yang sering memanfaatkan jalan tol untuk ke tegal atau luar kota?  Foto diambil dari beberapa desa di samping jalan tol.  #tegal #slawi #infotegal  https://t.co/hdlxa1Y80L",-1,-1,1,-1
1437,12/10/2021 14:43,narkobatglkota,"Dalam rangka mendukung program Polda Jateng Mageri Segoro yang telah diinisiasi oleh Kapolda Jawa Tengah Irjen Pol. Ahmad Luthfi, Polres Tegal Kota menggelar kegiatan penanaman 10.000 pohon mangrove di pesisir pantai Komodo, Kelurahan Panggung, Tegal Timur Kota Tegal  https://t.co/pus9G6RAqr",-1,-1,1,-1
1438,12/10/2021 13:03,LSumpang,"Dalam rangka mendukung program Polda Jateng Mageri Segoro yang telah diinisiasi oleh Kapolda Jateng Irjen Pol. Ahmad Luthfi, Polres Tegal Kota menggelar kegiatan penanaman 10.000 pohon mangrove di pesisir pantai Komodo, Kel. Panggung, Tegal Timur Kota Tegal, Selasa (12/10/2021).  https://t.co/WN5QG6VZ73",-1,-1,1,-1
1439,12/10/2021 13:00,ElshintaTegal_,"Dalam rangka mendukung program Polda Jateng Mageri Segoro, Polres Tegal Kota menggelar kegiatan penanaman 10.000 pohon mangrove di pesisir pantai Komodo, Kelurahan Panggung Kecamatan Tegal Timur Kota Tegal Via @narkobatglkota  #BersamaElshinta  https://t.co/mu6BOjqCp4",-1,-1,1,-1
1440,12/10/2021 12:47,narkobatglkota,"Dalam rangka mendukung program Polda Jateng Mageri Segoro yang telah diinisiasi oleh Kapolda Jawa Tengah Irjen Pol. Ahmad Luthfi, Polres Tegal Kota menggelar kegiatan penanaman 10.000 pohon mangrove di pesisir pantai Komodo, Kelurahan Panggung, Tegal Timur Kota Tegal  https://t.co/1wIee3FW4L",-1,-1,1,-1
1444,11/10/2021 22:21,tegalfess,[TF] ada yg tau gak catering makanan diet area kota tegal yg ada jasa delivery nya jg? thankyou gais semangat yuh pejuang diet🙈,-1,-1,-1,1
1445,11/10/2021 20:39,imam_bepe,Btw no telp damkar tegal kota berapa yah? Wajib save nih buat minta tolong kayak di jakarta 😁,-1,-1,1,-1
1450,11/10/2021 17:27,detikcom,Hampir di setiap kota di Indonesia ada martabak telur. Makanan khas asal Tegal ini bahkan sudah mendunia! Sudah tahu sejarahnya?  https://t.co/Iy2IHUKfkd,-1,-1,-1,1
1454,11/10/2021 15:20,ariarhit,@tegalfess lesehan pecel lelean di daerah tegal kota yg enak di mana ya? numpang nanya,-1,-1,-1,1
1471,10/10/2021 19:22,imam_bepe,"konsep malioboro tegal jane gmn sih, baca berita di koran lokal kok isine protes mulu. mbokya gak usah dbuat malioboro segala, wong bukan kota destinasi wisata wkwk",-1,-1,0,-1
1483,09/10/2021 23:54,beey_park,"info tempat buat ngerjain tugas yang enak dimana ya? area tegal kota, TIA",1,-1,-1,-1
1486,09/10/2021 18:42,tegalfess,[TF] saran tempat nongkrong malam minggu di tegal dong..kebetulan aku dari warureja dan seringan ke kota sebelah buat malam mingguan..suwunn,1,-1,-1,-1
1492,09/10/2021 16:20,officialanm,@tegalfess paling ke perpusda kota tegal,-1,-1,1,-1
1495,09/10/2021 09:54,narkobatglkota,"Satuan Fungsi Samapta Polres Tegal Kota, melaksanakan patroli bersepeda guna menciptakan situasi Kamtibmas yang kondusif sekaligus memberikan himbauan terkait disiplin Protokol Kesehatan untuk mencegah penyebaran Covid-19 .  https://t.co/vQH1pyrsL0",-1,-1,1,-1
1513,08/10/2021 17:43,kompascom,"Sebanyak 108 sekolah pendidikan anak usia dini (PAUD) dan taman kanak-kanak (TK) di Kota Tegal, Jateng, akan menggelar PTM pekan depan.  https://t.co/TFh0Zh6sMl",-1,1,-1,-1
1519,08/10/2021 14:52,PolresBogorKota,"Kurang dari 24 jam jajaran Sat Reskrim Polresta Bogor Kota berhasil mengamankan 6 orang pelaku penganiayaan terhadap seorang pelajar yang tewas terkena sabetan senjata tajam (sajam) yang terjadi di Taman Palupuh, Tegal Gundil, Bogor Utara, Kota Bogor, pada Rabu (6/10) malam.  https://t.co/WnqOSIaCNi",-1,-1,1,-1
1520,08/10/2021 14:52,PolresBogorKota,"Kurang dari 24 jam jajaran Sat Reskrim Polresta Bogor Kota berhasil mengamankan 6 orang pelaku penganiayaan terhadap seorang pelajar yang tewas terkena sabetan senjata tajam (sajam) yang terjadi di Taman Palupuh, Tegal Gundil, Bogor Utara, Kota Bogor, pada Rabu (6/10) malam.  https://t.co/uJtuLwDiiH",-1,-1,1,-1
1521,08/10/2021 14:52,PolresBogorKota,"Kurang dari 24 jam jajaran Sat Reskrim Polresta Bogor Kota berhasil mengamankan 6 orang pelaku penganiayaan terhadap seorang pelajar yang tewas terkena sabetan senjata tajam (sajam) yang terjadi di Taman Palupuh, Tegal Gundil, Bogor Utara, Kota Bogor, pada Rabu (6/10) malam.  https://t.co/uZ8m0JN4Bt",-1,-1,1,-1
1523,08/10/2021 13:12,ElshintaTegal_,"Sat Samapta Polres Tegal Kota, melaksanakan patroli bersepeda guna menciptakan situasi Kamtibmas yang kondusif sekaligus memberikan himbauan terkait disiplin Protokol Kesehatan untuk mencegah penyebaran Covid-19 Via @narkobatglkota  #BersamaElshinta  https://t.co/n0R876DnzK",-1,-1,1,-1
1524,08/10/2021 13:08,narkobatglkota,"Sat Samapta Polres Tegal Kota, melaksanakan patroli bersepeda guna menciptakan situasi Kamtibmas yang kondusif sekaligus memberikan himbauan terkait disiplin Protokol Kesehatan untuk mencegah penyebaran Covid-19 .  https://t.co/47z6JU9LJy",-1,-1,1,-1
1528,08/10/2021 11:15,kompasmuda,"Kepolisian Resor Kota Bogor menangkap dua pemuda pembunuh sesama remaja di sekitar Taman Palupuh, Tegal Gundil, Bogor Utara, Jawa Barat, Kamis (7/10/2021). Kedua pelajar itu ditangkap 7 jam setelah kejadian. #AdadiKompas #Metropolitan  https://t.co/wRh7jqI2Nw",-1,-1,1,-1
1533,08/10/2021 08:10,nabilaaII,"@lewatmana Tol Dalam Kota dr Cawang menuju Semanggi macet, tersendat di Exit Tegal Parang &amp; Polda. #JKTT  https://t.co/csDt2bOlfV",-1,-1,0,-1
1534,07/10/2021 21:23,kumparan,"Terkait pembangunan City Walk di Jalan Ahmad Yani yang disebut Proyel ""Malioboro"", DPRD Kota Tegal telah melayangkan surat rekomendasi untuk Wali Kota Tegal Dedy Yon Supriyono. #publisherstory  https://t.co/ckPN1pYqKJ",-1,-1,1,-1
