tweet;wisata/hiburan;pendidikan;fasilitas/layanan publik;kuliner
"@adriansyahyasin Apa memungkinkan pak integrated dgn kereta api cepat jg. Sehingga bs menekan cost &amp; wkt dr Tegal Luar ke Kota Bdg yg belum ad jalur transportasinya";-1;-1;-1;-1
Dear @BANKBRI_ID  Mhn diperhatikan kinerja customerservice di BRI UNIT TEGAL KOTA 1 dgn CS a/n AD***A dan B**U yg sangat tidak memuaskan. Karena menerima cust lain ketika sedang melayani cust,itu sangat tidak memuaskan dan tidak sopan. Dan membuat no antrian TIDAK ADA GUNANYA.thx;-1;-1;-1;-1
Kepala KPwBI Tegal, Taufiq Amrozy, kepada Wali Kota Pekalongan Achmad Afzan Arslan Djunaid dilanjutkan kepada Direktur RSUD Bendan dokter Junaidi Wibawa  pada Senin pagi 4 Oktober 2021 di ruang kerja wali kota. (Rep. Kharisma)  #Pekalongan;-1;-1;-1;-1
Operasi Patuh Candi 2021, Satlantas Polres Tegal Kota. Via @dtlpoldajateng  #PantauElshinta  https://t.co/8QhmdMsCOG;-1;-1;-1;-1
Operasi Patuh Candi 2021, Satlantas Polres Tegal Kota.  https://t.co/dlCjjaBCeN;-1;-1;-1;-1
@HeyBudie Sering terjadi di kota tegal;-1;-1;-1;-1
Btw, di kota Tegal jg byk vaksinasi massal di ruang publik. Seperti puskesmas, mall, maupun kantor kelurahan.   Jd pemerintah daerah ga perlu menahan stok vaksin, krn stoknya akan terus ditambah agar cepat terlaksana vaksinasi dr Sabang sampai Merauke   #VaksinasiMerata;-1;-1;1;-1
Buka di 6 Tempat, Cek Jadwal Samsat Keliling Kota Tegal Hari Senin (4/10)  https://t.co/zJcML9BFn7;-1;-1;-1;-1
Weekend ini : Semarang-Temanggung-Kebumen-Tegal PP antar kota antar negara;-1;-1;-1;-1
Menjelang Berakhirnya Operasi Patuh Candi 2021  Sat Lantas Polres Tegal Kota Bagikan Masker Kepada Pengunjung dan Pedagang Pasar Tiban di Jl Slamet Riyadi Kota Tegal Via @LSumpang  #ElshintaWeekend  https://t.co/urbU2fYjC2;-1;-1;1;-1
@njiii___ Doyan lah. Semute wong kota tegal kaa aneh aneh o;-1;-1;-1;-1
@pernahberdering Padahal wong brebes, tp sg dispesialna kota tegal;-1;-1;-1;-1
akhir-akhir ini, saya seperti menjelajahi sisi-sisi spesial kota Tegal. Sedikit banyak berdampak mengurangi rasa untuk merantau. Sesuatu yang sudah banyak saya lakukan sedari kecil.;-1;-1;-1;-1
Menjelang Berakhirnya Operasi Patuh Candi 2021 Sat Lantas Polres Tegal Kota Bagikan Masker Kepada Pengunjung dan Pedagang Pasar Tiban di Jl Slamet Riyadi Kota Tegal Minggu (03/10/2021)  https://t.co/dM1jw2VIhZ;-1;-1;1;-1
Menjelang Berakhirnya Operasi Patuh Candi 2021 Sat Lantas Polres Tegal Kota Bagikan Masker Kepada Pengunjung dan Pedagang Pasar Tiban di Jl Slamet Riyadi Kota Tegal Minggu (03/10/2021)  @divisihumaspolri  @humas_poldajateng  @humas_polresta_tegal  @satlantastegalkota  https://t.co/2OwfLh5AMK;-1;-1;1;-1
rekomendasi kos di kota tegal yg kamar mandi dalem dong [tf];-1;-1;-1;-1
[tf] rekomendasiin konter hp yang lengkap merk sumsang dan kalo bisa harganya agak miring dari konter lain, sekitaran area tegal kota aja yaa. TIA;-1;-1;-1;-1
[TF] dulur, dina kye digital printing sekitar Tegal Kota sing buka ngendi?? Miki maring Indoprint Tutup.  Suwun 😀😀😀;-1;-1;-1;-1
Naik Tegal Arum dari Stasiun Kota, berangkat jam 16:15. Jam pulang kantor kalau hari jumat: 16:00, alhasil selalu nyoba on time, dan naik ojek pangkalan, 20K harus sampai St. Kota jam 16:10 karena 5 menit untuk ke peron kereta.  Alias keretanya sudah jalan baru bisa naik gerbong.;-1;-1;-1;-1
[tf] info tukang pijet cape yg bisa kerumah dong. lokasi tegal kota;-1;-1;-1;-1
@panad0rable Kota Tegal?;-1;-1;-1;-1
"Hallo Teman2, Dewan Kesenian Kota Tegal lagi ngadain Pameran seni rupa ""SUMELEH"" kalo temen2 ada kesempatan boleh dateng yaa. Free &amp; terbuka untuk umum ☺️ untuk keterangan waktu kunjungnya ada diposter yaa [TF]  https://t.co/XNYrDku2SX";-1;-1;-1;-1
Dwi Arianto” Jabat Ketua Taekwondo Indonesia Kota Tegal  https://t.co/eeIN0Cjl5n;-1;-1;-1;-1
@StMaisa07 @tegalfess Kalo mobilitasnya antara kota dan provinsi okelah beli mobil, tapi kalo mobilitasnya cuma kabupaten dan kota tegal eman² kalo beli mobil (tapi kembali lagi si ke sendernya dia yang punya kendali atas management uangnya hehe);-1;-1;-1;-1
Sambangi Lapas 2B Kota Tegal, Kakanwil Beri Penguatan Zona Integritas  https://t.co/iki8fiv5uW;-1;-1;-1;-1
"P3 Jaya menyatakan tidak ingin menggugat Pemerintah Kota (Pemkot) Tegal terkait proyek ""Malioboro"". #publisherstory  https://t.co/ReN3bsR4wj";-1;-1;-1;-1
INI DI PAJANG DI ALUN ALUN KOTA TEGAL BISA GAK SIH  https://t.co/cjZTHVMNpk;-1;-1;-1;-1
Buat warga kota Tegal yg mau urus adminduk, simak pengumuman dr Disdukcapil ini ya.;-1;-1;1;-1
Tidak tahu persis nama untuk lapangan ini, tapi banyak yang menyebut ini lapangan smp 13, karena lokasinya persis di depan smp negeri 13 kota #tegal. Memang kondisinya seperti itu saja, kering, tapi kalau pas hujan malah tidak tampak seperti lapangan karena terendam air, namun  https://t.co/QwssjxNWMw;1;-1;-1;-1
Petualangan hari ini dimulai dari kota Tegal 🌻  https://t.co/B3syuJaCwN;-1;-1;-1;-1
@Budackrupiah @tegalfess Dinkes kota tegal ada ka jam 8 smpe 3 sore;-1;-1;-1;-1
Hai beb, lagi Tegal yaa..  Enjoy untuk perjalanannya yaa.. mau stay di Tegal atau hanya mampir nih ? 😅 Asli pengen ketemu sebenernya karna di kota yg sama wkwk @bchsr_;-1;-1;-1;-1
“Seperti, persahabatan, sikap saling menghormati, dan juga sportivitas. Pencak Silat terus dikenalkan ke masyarakat luas. Bahkan, saat ini Kota Tegal mengirimkan satu atlet silat yang mewakili Kontingen Jawa Tengah dalam perhelatan PON XX di Papua,” katanya.  #PDIPerjuangan;-1;-1;-1;-1
Mas Uyip Sebut Pencak Silat Salah Satu Identitas Pemersatu Bangsa  Ketua DPC PDI Perjuangan Kota Tegal yang juga Ketua Ikatan Pencak Silat Indonesia (IPSI) Kota Tegal, H. Edy Suripno mengatakan,  #PDIPerjuangan  #SolidBergerak  https://t.co/x9ZJXZAusp;-1;-1;-1;-1
@elelgnwn panasan tegal kota sih dari pd kabupaten;-1;-1;-1;-1
Dalam Rangka Operasi Patuh Candi 2021 Polwan Sat Lantas Polres Tegal Kota memberikan himbauan untuk menaati peraturan lalu lintas kepada pengguna Jalan Veteran, selain memberikan imbauan juga membagikan nasi kotak sebagai bentuk kepedulian terhadap sesama. @humas_polresta_tegal  https://t.co/Z5ENCGjsMs;-1;-1;1;-1
Pemain se keren gini kok di suruh out, persegal Yo nampani lah... Tahun depan Kota Tegal ada sepakbola !!! Liga 4;-1;-1;-1;-1
@samsatslawi Min izin tanya, emang kalo ambil plat nomor harus bayar 20rb ya? Kok di kota Tegal gratis?;-1;-1;-1;-1
[TF] ada yg tau kafe yang enak buat nugas? Yang bukanya jam 11.. daerah tegal kota ya Kalo bisa ada wifinya ya;1;-1;-1;-1
Pembelajaran tatap muka tingkat SD mulai digelar sebagian sekolah di Kota Tegal, Jawa Tengah. Sekolah-sekolah lain yang belum menggelar, didorong segera mengajukan izin penyelenggaraan PTM. #Nusantara #AdadiKompas @Kristilusia   https://t.co/s3NKkHRFHy;-1;1;-1;-1
Sejumlah SD di Kota Tegal Diminta Segera Ajukan Izin PTM  https://t.co/Inzlfg8okt;-1;1;-1;-1
Opini BST 011021-2 Tuntas sudah perjalanan Jawa-Bali menyambangi 13 kota/kecamatan selama 11 hari : Tegal, Adiwerna, Pekalongan, Lasem, Blora, Semarang, Malang, Surabaya, Denpasar, Solo, Ambarawa, Cirebon dan Karawang. Hidung disogok 3 kali, bersyukur aman, lancar, selamat, sehat;-1;-1;-1;-1
Brebes Berhias Tegal Kota Bahari Purwokerto Kota Satria Cilacap Bercahaya  Prupuk Berpanorama?;-1;-1;-1;-1
Duapuluh Sekolah Dasar (SD) di Kota Tegal mengawali pembelajaran tatap muka (PTM) terbatas, Jumat (1/10/2021). Setiap kelasnya diisi maksimal 50 persen siswa. #publisherstory  https://t.co/jHLHkO4Y7d;-1;-1;-1;-1
Giliran SD di Kota Tegal, Jateng, diizinkan menggelar Pembelajaran Tatap Muka (PTM) secara terbatas. Total ada 20 SD yang diizinkan melaksanakan PTM.  https://t.co/ZP0BHOMDUu;-1;1;-1;-1
[tf] Di Tegal kota ada laundry yang pake mesin 14kg yang nyuci sendiri gitu ga ya? makasih bgt yang udab jawab;-1;-1;-1;-1
Ketua dan Anggota Nawaslu Kota Tegal menerima kehadiran Partai Ummat yang mengenalkan diri sebagai partai baru, Jumat (01/10). Perwakilan partai yang hadir merupakan ketua dan pengurus DPD Partai. #sahabatbawaslukotategal  #bawaslujateng  https://t.co/g4qthVqcfs;-1;-1;-1;-1
Sat Polairud Polres Tegal Kota  Laporan Kegiatan baksos dalam rangka HKGB ke 69 tahun 2021 Bhayangkari cabang tegal kota   kegiatan Baksos antara lain : a. Memberikan bantuan berupa paket sembako,nasi kotak,dan pembagian masker kepada masyarakat kampung tirang sebanyak 13 ( tiga  https://t.co/7VBzwnqIDg;-1;-1;-1;-1
"@tegalfess *&lt;Info Vaksin Dinkes Kota Tegal&gt;*  Sinopharm dan Moderna : dosis 1-2 (jam 08.00-15.00) Sinovac : dosis 1-2 (jam 08.00-21.00)   Lokasi :  https://t.co/DQFKeZjxPc   Buka Senin-Minggu sampai dengan 31 Okt 2021";-1;-1;-1;-1
[tf] info vaksin dosis 2 Astrazeneca daerah kota dan kab.Tegal Bulan oktober ini🙏🏻makasih gais;-1;-1;-1;-1
@niifim Cabut berkas dulu di tegal, nanti baru di urus di dukcapil kota bekasi ya.;-1;-1;-1;-1
(1/10) Anggota KPU Kota Tegal, dan jajarannya hari ini mengikuti FGD Sharing Of Experience (Berbagi Pengalaman) Penggunaan Sistem Informasi Rekapitulasi (Sirekap) pada Pemilihan Tahun 2020 secara daring.  https://t.co/meNCAH1k13;-1;-1;-1;-1
[tf] info vaksin yg ktp bukan domisili nya . Ada nya dimana ? Daerah kota tegal;-1;-1;1;-1
Selain penandatangan kerjasama ini juga dilaksanakan kegiatan Kuliah Umum secara hybrid (daring dan luring) yang diikuti lebih dari 170 mahasiswa dan dosen, dengan narasumber Kepala Disnakerin Kota Tegal R. Heru Setyawan dan Direktur PT. NHR Hasan Suryadi;-1;-1;-1;-1
Kerjasama ini bertujuan meningkatkan dan mendukung pemberdayaan industri kecil menengah Kota Tegal serta kegiatan penelitian, pengajaran dan pengabdian masyarakat serta implementasi Program Merdeka Belajar Kampus Merdeka di FTIK UPS Tegal.;-1;-1;1;-1
"HERU MINTA PROGRAM MBKM JANGAN SEKEDAR JARGON Dinas Tenaga Kerja &amp; Perindustrian Kota Tegal melakukan penandatanganan Kesepakatan Bersama dgn Fakultas Teknik &amp; Ilmu Komputer Universitas Pancasakti dlm Program Merdeka Belajar Kampus Merdeka (MBKM) di Gedung FTIK UPS Tegal,  https://t.co/Ljviiis7Yx";-1;-1;-1;-1
"Kepala Kepolisian Resor Tegal Kota Beserta Staf dan Bhayangkari  Mengucapkan ""Dirgahayu Brigif-4 Dewa Ratna"" 1 Oktober 1961 - 1 Oktober 2021 . @divisihumaspolri  @humas_poldajateng  @humas_polresta_tegal @brigif4dewaratna  @yonif407padmakusuma  @kodim0712  #sinergitastnipolri  https://t.co/MNi6KbZnmB";-1;-1;-1;-1
@niifim @mas_triadhianto Ke dukcapil tegal dlu pindah domisili, baru ke dukcapil kota bekasi mas;-1;-1;-1;-1
"Kepala Kepolisian Resor Tegal Kota Beserta Staf dan Bhayangkari  Mengucapkan ""Dirgahayu Brigif-4 Dewa Ratna"" 1 Oktober 1961 - 1 Oktober 2021 . @divisihumaspolri  @humas_poldajateng  @humas_polresta_tegal @brigif4dewaratna  @yonif407padmakusuma  @kodim0712  #sinergitastnipolri  https://t.co/lWKmWiiK5S";-1;-1;-1;-1
@mas_triadhianto Pak, saya dari Tegal, mau pindah domisili ke Kota Bekasi, syarat dan prosedur nya bagaimana pak?;-1;-1;-1;-1
(1/10) Seluruh jajaran anggota dan sekretariat KPU Kota Tegal mengikuti upacara peringatan  Kesaktian Pancasila yang dilaksanakan di Monumen Pancasila Sakti Jakarta secara daring.  https://t.co/sVksSj3ALr;-1;-1;-1;-1
"@TheMaximvs09 @ganjarpranowo Brebes ini sdh lama ya wilayahnya seperti ""terbelakang"" dibanding perkembangan kota lainnya di jateng. Brebes yg ok cuma dekat yg ke kota besar seperti tegal. Wil lainnya spt ga kesentuh. Apa karena krn brebes dulunya merupakan wil sunda ya pak @ganjarpranowo 😂";-1;-1;-1;-1
Sedikitnya 20 Sekolah Dasar (SD) dari sekitar 145 SD di Kota Tegal mulai menggelar Pembelajaran Tatap Muka. #publisherstory  https://t.co/TX5tS79g7C;-1;-1;-1;-1
Nyobain dulu bang, mumpung lagi ke kota besar.. 😁😁 Di Tegal.. @jehianps @tokomenantea @JeromePolin  https://t.co/nN20qCpuLc;-1;-1;-1;-1
Jumat (01/10), Tri Widiarti Komala Sari Luhkan Kota Tegal, di Bp Agus Suroyo (Pokdakan Maju Jaya) Kel. Muarareja, mendampingi panen total Bandeng, Luas lahan 7000m² ,tebar 5500 ekor, hasil panen sebanyak 800 kg, size 8, harga 23.000/kg  #GiatLuhkanSatminkalTegal #KotaTegal #Panen  https://t.co/UR0Ym9h4HT;-1;-1;-1;-1
Disdikbud Kota Tegal Launching “Si Abang Belajar”  https://t.co/jBhV6Qiie3;-1;-1;-1;-1
Kepala Kepolisian Resor Tegal Kota Beserta Staf dan Bhayangkari  Mengucapkan Selamat Memperingati Hari Kesaktian Pancasila 1 Oktober 2021 . “Indonesia Tangguh Berlandaskan Pancasila”  @divisihumaspolri  @humas_poldajateng  @humas_polresta_tegal  https://t.co/oCJtsy3wES;-1;-1;-1;-1
 https://t.co/bWgDRsfBWJ  Subcribe,like and share #prokes #sehat #indonesia #kesehatan #masker #covid19 #covid #corona #virus #jogotonggo #infotegal #tegal #kotategal #;-1;-1;-1;-1
Infografis: Ekonomi Kota Tegal Kian Membaik  https://t.co/EQiRilRFga;-1;-1;-1;-1
Infografis: Ekonomi Kota Tegal Kian Membaik  https://t.co/JMVSizj9O4;-1;-1;-1;-1
Mudah2n bisa mngemban amanah menjadi ketua karang taruna kecamatan margadana kota tegal  https://t.co/T5TUhDrHw8;-1;-1;-1;-1
"Bismillah bokn rejekine kro jodohe ""350juta"" sebidang tanah pinggir jalan luas 255m bagjane balik tegal...  Otw kota bahari";-1;-1;-1;-1
Warga RT 5, RW 1, Kel. Kalinyamat Kulon, Kec. Margadana, Kota Tegal, sing huruf ngarepé SJ (51), ditemukna ninggal kendat nang sekolahan SD sing ana nang Kalinyamat Kulon. #publisherstory  https://t.co/oGe51jk9x3;-1;-1;-1;-1
#Tegal Laka-Laka dulu sering diplesetin dengan laka kue, laka kie, alias tidak ada ini dan itu.  Tapi kalau sekarang sudah enak, mau nongkrong, nonton, atau cari2 buku juga semua tersedia, meski belum lengkap, paling tidak, cukup dekat di kota sendiri.  Video: jindanmisc  #slawi  https://t.co/fhxQ5Iv72Q;-1;-1;-1;-1
Apalagi, jika angkot dilarang melintas dan mangkal di depan Pasar Pagi Kota Tegal usai Jalan Ahmad Yani menjadi City Walk. #publisherstory  https://t.co/Xf40vSZ8aR;-1;-1;-1;-1
Wali Kota Administrasi Jakarta Timur, M. Anwar, menyebutkan, penutupan jalan proyek pengerjaan saluran box culvert dan crossing buis beton di Jalan I Gusti Ngurah Rai menuju Saluran Penghubung (Phb) Tegal Amba, Kelurahan Klender akan dimulai pada 2 Oktober 2021 malam.  https://t.co/IDa1v81OSL;-1;-1;-1;-1
Dijual! YAMAHA R15 Harga Rp 17.200.000 TDP Rp 1.720.000 Cicilan mulai dari Rp 753.000  Tahun 2015 Lokasi motor Kota Tegal  Contact: 57 Motor Tlp/WA: 085867949919  Cek pilihan motor matic lainnya di sini  https://t.co/fd1ASBaRHB  #PakeMomotor  https://t.co/kepTNGsXZr;-1;-1;-1;-1
Kamis (30/09), Ratih. M, Luhkan Kota Tegal, di Poklahsar Sumber Jaya Kel. Muarareja, pertemuan rutin kelompok sekaligus penyerahan Sertifikat Kenaikan Kelas Madya oleh Kasie PDS DKPPP Tegal   #GiatLuhkanSatminkalTegal #KtTegal #luhlapor @BRSDM_bp3tegal @puslatluhkp  https://t.co/nnQ4ihoIXI;-1;-1;-1;-1
@yangbikinkangen Kota Tegal;-1;-1;-1;-1
[TF] Tegal kota ada kolam renang yang buka ngga ya?;1;-1;-1;-1
Dijual! HONDA CRF 150L Harga Rp 31.300.000 TDP Rp 3.130.000 Cicilan mulai dari Rp 1.352.000  Tahun 2020 Lokasi motor Kota Tegal  Contact: 57 Motor Tlp/WA: 085867949919  Cek pilihan motor sport lainnya di sini  https://t.co/1Gj73GbJW6  #PakeMomotor  https://t.co/oVbmcV0Dqd;-1;-1;-1;-1
Kapolres Tegal Kota AKBP Rahmad Hidayat, S.S,  mengikuti giat vicon yang dipimpin oleh KAPOLDA dan PANGDAM IV/DIP terkait penanganan COVID-19 diJawa Tengah   Tegal, Kamis(30/9/2021) . #kotategal @humas_poldajateng  https://t.co/LfZAQpEA2y;-1;-1;-1;-1
Karena saat ini status Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM) Kota Tegal sudah level dua, kebijakan pemadaman PJU dianggap sudah saatnya dikaji ulang. ---- Selengkapnya:  https://t.co/7gSpZjB3RK #DPRDKotaTegal #PAN  https://t.co/HLCDcugvuD;-1;-1;1;-1
Tadi Malam Samapta Polres Tegal Kota Amankan Belasan Orang dan Puluhan Botol Miras  https://t.co/5EAAFQLIlS;-1;-1;1;-1
Eko Susanto Anggota DPRD Kota Tegal dari Fraksi Partai Kebangkitan Bangsa menerima barisan keluarga besar Nelayan Kota Tegal terkait aspirasi Penolakan atas Kenaikan PNBP PHP 400 persen. Bismillah bareng-bareng memperjuangkan @h_ekosusanto #DPRDKotaTegal #PKB  https://t.co/XuGnYIiaJs;-1;-1;1;-1
"Dalam rangka Operasi Patuh Candi-2021, jajaran Satuan Lalu Lintas Polres Tegal Kota gelar pemeriksaan Protokol Kesehatan dan Surat Vaksin di depan Klinik ""Adhi Pradana"", Jl. Ks. Tubun Kota Tegal. Via @narkobatglkota  #Elshinta90FM  https://t.co/00ZlUNCKGH";-1;-1;1;-1
"Dalam rangka Operasi Patuh Candi-2021, jajaran Satuan Lalu Lintas Polres Tegal Kota gelar pemeriksaan Protokol Kesehatan dan Surat Vaksin di depan Klinik ""Adhi Pradana"", Jl. Ks. Tubun Kota Tegal.(30/09/09) pagi .  https://t.co/X0RyQgGUzD";-1;-1;1;-1
[tf] info vaksin besok dong di tegal kota;-1;-1;1;-1
Dijual! KAWASAKI NINJA RR 250 MONO Harga Rp 20.200.000 TDP Rp 2.020.000 Cicilan mulai dari Rp 870.000  Tahun 2014 Lokasi motor Kota Tegal  Contact: 57 Motor Tlp/WA: 085867949919  Cek pilihan motor sport lainnya di sini  https://t.co/1Gj73GtlkG  #PakeMomotor  https://t.co/Z75QbsUrZr;-1;-1;-1;-1
Satuan Samapta Polres Tegal Kota, Jawa Tengah menjaring empat pasangan bukan suami istri di sejumlah tempat kos, Rabu (29/9/2021) malam.  https://t.co/4biWNkOorZ;-1;-1;-1;-1
Kamis (30/09), Ratih. M, Luhkan Kota Tegal, Mengikuti Vicon Pembinaan Penyuluh melalui Vicon tentang Perkembangan Revisi PermenPAN RB No. 19 Tahun 2008  #GiatLuhkanSatminkalTegal #KtTegal #luhlapor @BRSDM_bp3tegal @puslatluhkp  https://t.co/HcVEriaMUZ;-1;-1;-1;-1
@HumasPolresTem1 Kota Tegal, Kota Semarang, dan Kota Pekalongan merupakan 3 kota yang menerapkan PPKM level 2 di Provinsi Jawa Tengah  #VaksinasiPerketatProkes Transisi Menuju Endemi;-1;-1;1;-1
Indeks Keyakinan Konsumen (IKK) di Kota Tegal pada September 2021 sebesar 98,8 meningkat dibandingkan Agustus 2021. #publisherstory  https://t.co/2a8WiaiUOA;-1;-1;-1;-1
#LAPORANREPORTER  Warga Kota Slawi antusias mendapatkan suntikan vaksin Sinovac dosis ke dua di Puskesmas Slawi Kabupaten Tegal. Reporter RRI Tegal (AR)  Selengkapnya di 88,8FM PRO 3 RRI. -AMD;-1;-1;-1;-1
Pengurus Dewan Kesenian Kota Tegal (DKT) dilantik langsung oleh Wali Kota Tegal, H. Dedy Yon Supriyono, Minggu (26/9/2021) di Ruang Adipura, Komplek Balai Kota Tegal.  https://t.co/yNNQORd3WT;-1;-1;-1;-1
Pemerintah Kota (Pemkot) Tegal bekerja sama dengan BPJS Kesehatan Cabang Kota Tegal dalam rangka meningkatkan cakupan Program Universal Health Coverage (UHC) Kota Tegal.  https://t.co/aKRN5shBdG;-1;-1;1;-1
Pemerintah Kota Tegal (Pemkot Tegal) menyalurkan bantuan beras paceklik kepada 5.870 nelayan Kota Tegal dan 891 unit kapal Kota Tegal (berbagai ukuran dan berbagai jenis) dengan total sebanyak 108.857 kg.  https://t.co/jHl95iSzEK;-1;-1;1;-1
Pemerintah Kota Tegal menerima bantuan 50 oksigen dari Bank Indonesia.  https://t.co/xtp0fNEQfe;-1;-1;-1;-1
Wali Kota Tegal H. Dedy Yon Supriyono bertindak lansung menjadi inspektur upacara dan membacakan sambutan Menteri Agraria dan Tata Ruang atau Kepala Badan Pertanahan Nasional, Sofyan A. Djalil dalam Upacara peringatan Hari Agraria dan Tata Ruang (ATR).   https://t.co/Ha89z18Oy4;-1;-1;-1;-1
Wakil Ketua DPRD Kota Tegal, Habib Ali Zaenal Abidin meminta Pemerintah Kota Tegal melalui Organisasi Perangkat Daerah untuk memprioritaskan program-program pro rakyat dalam Anggaran Pendapatan dan Belanja Daerah (APBD) 2022 mendatang.  Selengkapnya:  https://t.co/11jEOCAYln  https://t.co/AaeHrL0JhT;-1;-1;-1;-1
Seorang warga RT 5, RW 1, Kelurahan Kalinyamat Kulon, Kecamatan Margadana, Kota Tegal, berinisial SJ (51), ditemukan tewas gantung diri dengan seutas tali plastik. #publisherstory  https://t.co/ydrO3901vw;-1;-1;-1;-1
[tf] salon buat potong rambut yg recomended di tegal kota dimana? yg murce jg;-1;-1;-1;-1
[TF] Guys minta info kosan area Tegal kota buat cowok dong, terima kasih;-1;-1;-1;-1
@BisKota_ Pernah ngerasain kondisi kaya gini, kereta favorit Tegal Arum, berangkat dri Jakarta Kota jam 3, siang2 udah penuh aja;-1;-1;-1;-1
@sndynrsntni_ Ya Gusti kaget bet tae update selca tadi ampe mencolot jantung gw,njerit njerit g jelas ampe mo kayang😭😭capek bet sama tae sumpah ganteng nya g ada obeng😩😩ah yakali album BE g sampe Tegal yok mampir Tegal laka laka Tegal kota bahari slebew 🔥🔥 btw salken kak xixixixi  https://t.co/d1FPcyFaGu;-1;-1;-1;-1
INFO LAYANAN GERAI VAKSIN MERDEKA CANDI . Selamat malam sobat Polri. Diberitahukan kepada warga masyarakat Kota Tegal dan sekitarnya bahwa layanan Gerai Vaksin Merdeka Candi Polres Tegal Kota, yang bertempat di Klinik Adhi Pradana Jl. KS Tubun / Aspol R. Suprapto Kota Tegal,  https://t.co/cnZ3K07fu7;-1;-1;-1;-1
Dibutuhkan Golda B sebanyak 4 kantong untuk Alenta dirawat di RSI Harapan Anda Kota Tegal.. CP M. Ade F : 085879429828 Cc @infotegal @Blood4LifeID @tamanbaca3surau;-1;-1;-1;-1
[TF] ada yang tau kah, tempat nongkrong atau caffe yang buka 24jam di kota tegal yang lokasinya gak jauh banget dari stasiun tegal? Mau buat nunggu, soalnya jemput saudara jam 11 malem. Makasih;-1;-1;-1;-1
Belum diketahui pasti kapan Taman Pancasila Kota Tegal akan dibuka untuk umum. #publisherstory  https://t.co/EHVCjr2GIp;1;-1;1;-1
@mnsvngie_ @tegalfess HAHHHH SUMPAH??? selama ini mutualan dr lama bru tau. aku di tegal kota 😃👍🏻;-1;-1;-1;-1
"RT majalahSM ""Menurut Yanuar, organisasi IMM adalah sesuatu yang harus diketahui oleh seluruh mahasiswa di PTM. Karena polmuh sendiri adalah satu satunya PTM yang ada di Kota Tegal dan akan melahirkan kader-kader persyarikatan Muhammadiyah.    https://t.co/pPWPp3BO1S""";-1;1;-1;-1
Hadir sebagai narasumber Divisi Hukum KPU Kota Tegal  Mansur Syarifuddin,M.S.I dan Divisi Teknis Penyelenggaraan Pemilu KPU Kota Tegal Lis Herawati ,S.I .Pust yang menyampaikan sosialisasi  https://t.co/96URttgS2x;-1;-1;-1;-1
(28/9) Rapat Koordinasi Persiapan Tahapan Pendaftaran Partai Politik dan Verifikasi Partai Politik oleh KPU Kota Tegal dengan partai politik ,Bawaslu,dan Stakeholder di Kota Tegal diadakan di aula KPU Kota Tegal.   #parpol  https://t.co/lvQnKAklRY;-1;-1;-1;-1
Menurut Yanuar, organisasi IMM adalah sesuatu yang harus diketahui oleh seluruh mahasiswa di PTM. Karena polmuh sendiri adalah satu satunya PTM yang ada di Kota Tegal dan akan melahirkan kader-kader persyarikatan Muhammadiyah.    https://t.co/tXrhW0vfP7;-1;1;-1;-1
"Rabu (29/09), Ratih. M, Luhkan Kota Tegal, di Poklahsar Sari Laut Kel. Tegalsari, Fasilitasi Kegiatan Pembinaan dan Pendampingan Kelompok Pengolahan &amp; Pemasar, penyelenggara dari DKP Prov. Jateng TA 2021  #GiatLuhkanSatminkalTegal #KtTegal #luhlapor @BRSDM_bp3tegal @puslatluhkp  https://t.co/5QTdZAh2cI";-1;-1;-1;-1
[tf] Tegal kota yg jual busa helm kaya gini dimana ya? Terus kisaran harga berapa? Makasih yg udah jwb  https://t.co/FXqSGsLIPl;-1;-1;-1;-1
Kapolres Tegal Kota AKBP Rahmad Hidayat, S.S, menerima audensi dari Gerakan Pemuda Ansor X-30 dalam rangka menjalin silahturahmi bersama semua elemen masyarakat di Kota Tegal, Rabu (29/9/2021) . #kotategal @humas_poldajateng  https://t.co/oqrUIImsV0;-1;-1;-1;-1
Kapolres Tegal Kota AKBP Rahmad Hidayat, S.S, melaksanakan kurvey bersama anggota polres tegal Kota Tegal , Selasa (28/9/2021) . #kotategal @humas_poldajateng  https://t.co/KRrNihC6vn;-1;-1;-1;-1
Tetap waspada dan hati-hati ya sobat, proyek perbaikan Jalan Pantura perbatasan Kota dan Kabupaten Tegal masih berlangsung. Bagi pengendara kendaraan roda dua, pastikan fokus saat melewati ruas jalan yang di-contraflow ya, supaya tidak terperosok ke pinggiran jalan beton.  https://t.co/Mp1kTW3zNH;-1;-1;1;-1
@AkunBananana Aku suka kk,semenjak jalan jalan k kota Tegal ☺️;-1;-1;-1;-1
perwakilan Disdukcapil, perwakilan Satpol PP, dan perwakilan Bakesbangpol Kota Tegal dalam rapat tersebut.  #KPUMelayani  https://t.co/AXyUzcMEbO;-1;-1;-1;-1
Tercatat ada sepuluh perwakilan pengurus partai politik yang hadir, termasuk Partai Ummat yang telah resmi mendirikan kantor cabang di Kota Tegal. Selain partai politik, hadir pula Ketua Bawaslu beserta jajarannya,;-1;-1;-1;-1
