Column1;date;username;tweet;location;label
502;27/12/2022 11:13;jajangbunase;@SariYolanda_ Nasdemgoblok! Anies Baswedan kerjanya Amburadul;DI YOGYAKARTA;0
503;27/12/2022 11:13;Junz_backup;@doelpaten @AkuAtikaFaya @anton_istianto @aniesbaswedan @bachrum_achmadi @marlina_idha @Mdy_Asmara1701 @tatakujiyati Iya, percaya  https://t.co/l0cB5CB0Wj;DI YOGYAKARTA;0
504;27/12/2022 10:45;rikotuntung;@Tita83079013 @aniesbaswedan Cocok itu sdh..😀😀;DI YOGYAKARTA;1
505;27/12/2022 10:34;GeryNelwan;Anies kinerjanya bobrok hancur berantakan - Tolak Anies Baswedan - #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal  https://t.co/0qSqOPxQBb;DI YOGYAKARTA;0
506;27/12/2022 10:34;GeryNelwan;Anies radikal dan diperbudak kelompok terlarang - Tolak Anies Baswedan - #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal  https://t.co/mVT8GrYDog;DI YOGYAKARTA;0
507;27/12/2022 10:33;GeryNelwan;Anies seorang yang intoleran dan radikal - Tolak Anies Baswedan - #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal  https://t.co/vbZSf7HEMw;DI YOGYAKARTA;0
508;27/12/2022 10:33;GeryNelwan;Anies manusia perusak dan pembawa bencana bagi NKRI Tolak Anies Baswedan #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal  https://t.co/9yLbTw9wTm;DI YOGYAKARTA;0
509;27/12/2022 10:33;GeryNelwan;"Anies hanya akan membawa perpecahan &amp; kehancuran - Tolak Anies Baswedan - #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal  https://t.co/vVUQZBwcOK";DI YOGYAKARTA;0
510;27/12/2022 10:32;GeryNelwan;Anies ditolak keras oleh berbagai lapisan warga - Tolak Anies Baswedan - #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal  https://t.co/OguYcyE5Fb;DI YOGYAKARTA;0
511;27/12/2022 10:32;GeryNelwan;Waspada kehadiran Anies membawa kehancuran - Tolak Anies Baswedan - #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal  https://t.co/Uy6f8fXjKY;DI YOGYAKARTA;0
512;27/12/2022 10:32;GeryNelwan;Anies budak dari ormas radikal - Tolak Anies Baswedan - #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal  https://t.co/VIWG3Qu0cC;DI YOGYAKARTA;0
513;27/12/2022 10:22;BakomstraTGalek;Demokrat Sebut Mayoritas Konstituen Inginkan Duet Anies Baswedan - AHY di 2024 #PartaiDemokrat #AHYPimpinPerubahan  https://t.co/zz6jUyosa4;DI YOGYAKARTA;0
514;27/12/2022 10:21;BakomstraTGalek;Duet Anies Baswedan - AHY di 2024 #PartaiDemokrat #AHYPimpinPerubahan  https://t.co/zz6jUyosa4;DI YOGYAKARTA;0
515;27/12/2022 10:19;JohnCalifer;Bapak politim identitas Anies Baswedan #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas  https://t.co/ULt5ZncyAp;DI YOGYAKARTA;0
516;27/12/2022 10:12;danialzanif;Solo tolak kedatangan anies baswedan  #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas  https://t.co/a2keE5uKPj;DI YOGYAKARTA;0
517;27/12/2022 10:11;danialzanif;Anies Baswedan dalang dibalik radikalisme   #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas  https://t.co/DbyQU754oe;DI YOGYAKARTA;0
518;27/12/2022 10:08;danialzanif;Wan Abud anies baswedan si biadab radikal  #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas  https://t.co/o0kaD2xaf5;DI YOGYAKARTA;0
519;27/12/2022 10:07;Kadita_ditaa;Anies Baswedan mulai gerakan Ormas terlarang  #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas  https://t.co/zPEduTPwut;DI YOGYAKARTA;0
520;27/12/2022 10:05;Kadita_ditaa;Anies Baswedan bersama kelompok intoleran !!!  #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas  https://t.co/EBA3q51NT4;DI YOGYAKARTA;0
521;27/12/2022 10:04;FuragaAns;Anies Baswedan didukung simpatisan kelompok radikal #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal  https://t.co/0lONkG6IRK;DI YOGYAKARTA;0
522;27/12/2022 09:57;FirmanOriIndo;Munafik kau Anies Baswedan !!!  #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas;DI YOGYAKARTA;0
523;27/12/2022 09:56;FirmanOriIndo;Bajingan kau Anies Baswedan !!!  #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas;DI YOGYAKARTA;0
524;27/12/2022 09:56;FirmanOriIndo;Anies Baswedan memang keparat !!!  #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas;DI YOGYAKARTA;0
525;27/12/2022 09:55;FirmanOriIndo;Anies Baswedan munafik !!  #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas;DI YOGYAKARTA;0
526;27/12/2022 09:55;FirmanOriIndo;Waspada Anies Baswedan dengan kelompok garis keras !!!  #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal;DI YOGYAKARTA;0
527;27/12/2022 09:52;BoogieBear1318;MPI Lampung adalah Jelmaan Kelompok HTI atau FPI Yang terlibat Kontrak Politik dengan Anies Baswedan  #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah  https://t.co/sCtHfNK6vb;DI YOGYAKARTA;0
528;27/12/2022 09:49;awaluddin7S;Wong solo Tolak Anies Baswedan. Anies Dusta. #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas  https://t.co/i6Ds5QaHCp;DI YOGYAKARTA;0
529;27/12/2022 09:48;FirmanOriIndo;Waspada Anies Baswedan bersama gadis keras !!!!  #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas  https://t.co/6Q9kLavO7P;DI YOGYAKARTA;0
530;27/12/2022 09:48;FirmanOriIndo;Anies Baswedan keparat !!!!  #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas  https://t.co/uHR7PeFKZP;DI YOGYAKARTA;0
531;27/12/2022 09:48;FirmanOriIndo;Anies Baswedan munafik !!!  #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas  https://t.co/j38X24MKuH;DI YOGYAKARTA;0
532;27/12/2022 09:47;FirmanOriIndo;Fakta kebusukan Anies Baswedan !!!  #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas  https://t.co/yQLUdaZs2J;DI YOGYAKARTA;0
533;27/12/2022 09:47;tatia_angelina;Tolak Si Otak Sampah Anies Baswedan  #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas  https://t.co/q1KqqOPjBQ;DI YOGYAKARTA;0
534;27/12/2022 09:45;FirmanOriIndo;Waspada Anies Baswedan berkoalisi dengan garis keras !!!  #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal  https://t.co/rFTrptLxss;DI YOGYAKARTA;0
535;27/12/2022 09:44;FirmanOriIndo;Anies Baswedan bersama kelompok intoleran !!!  #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas  https://t.co/fKigbdv85g;DI YOGYAKARTA;0
536;27/12/2022 09:44;IndosatF;Anies Baswedan buruk ga ada prestasinya bodoh #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas  https://t.co/QjVe9rPnME;DI YOGYAKARTA;0
537;27/12/2022 09:21;MuhsyahrirTulo;Nasib malang menimpa Cebong dungu pendemo ANIES BASWEDAN di Solo.   #BravoAniesBaswedan  #BravoAniesBaswedan  https://t.co/UxCC2J5Yf9;DI YOGYAKARTA;0
538;27/12/2022 09:17;KathyHargrove20;Biadab kelakuan Anies Baswedan penghianat NKRI memecah belah masyarakat #HTIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal  https://t.co/ESofamC9S7;DI YOGYAKARTA;0
539;27/12/2022 08:53;king_leond;Wong Solo Tolak Anies Baswedan #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas  https://t.co/u1qUVanrr4;DI YOGYAKARTA;0
540;27/12/2022 08:03;sugito43334255;@QaillaAsyiqah @aniesbaswedan galak waktu kurus  https://t.co/rCVxq4QdQz;DI YOGYAKARTA;0
541;27/12/2022 06:02;goesnie2;@ifull1934 @andryanz12 @aniesbaswedan Pekai senang agama satu dan agama lainnya beseteru.lah;DI YOGYAKARTA;0
542;27/12/2022 05:39;KakangP48188441;Ouhh begono ya @aniesbaswedan;DI YOGYAKARTA;0
543;27/12/2022 04:37;netizen_angkuh;Yaelah wan abut gak perlu gini jg kale buat nunjukin lu punya jiwa prulalitas. Ada juga lu dikira prulalisme. 😂😂😂😂 @aniesbaswedan 🤣🤣🤣;DI YOGYAKARTA;0
544;27/12/2022 00:21;MohdRamdan20;@CaswanP @NasDem @aniesbaswedan Saya rekomendasikan jendral ANDIKA PRAKASA;DI YOGYAKARTA;0
545;26/12/2022 23:51;Syakumai1;@Sukardi2017 @aniesbaswedan Bacoot yahya;DI YOGYAKARTA;0
546;26/12/2022 22:08;cutadhe92;@ruhutsitompul Woi ruhut, kau sengaja dipanjangkan umurnya , biar bisa lihat langsung saat pak @aniesbaswedan Jadi PRESIDEN di 2024..;DI YOGYAKARTA;0
547;26/12/2022 22:05;TuguYahya;@NathanaelPoetra @NasDem @aniesbaswedan  https://t.co/FXlh1JAwnO;DI YOGYAKARTA;0
548;26/12/2022 22:03;TuguYahya;@NathanaelPoetra @NasDem @aniesbaswedan Hahahahha;DI YOGYAKARTA;0
549;26/12/2022 20:54;CSintami;Anies Baswedan Gila #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas  https://t.co/3lX5SNpBKC;DI YOGYAKARTA;0
550;26/12/2022 20:22;ShaaShaSuliXO;@aniesbaswedan @NasDem Ingin hadiah2 yang dimaksud dalam gambar ini pak @aniesbaswedan .🙏🙏🙏🤪😂😀😁😊❤🇮🇩  https://t.co/uqupQWuUmo;DI YOGYAKARTA;1
551;26/12/2022 20:17;danialzanif;Anies Baswedan capres dukungan kelompok radikal  #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas  https://t.co/5Xc8fD5ftb;DI YOGYAKARTA;0
552;26/12/2022 20:16;danialzanif;Anies Baswedan mulai gerakan Ormas terlarang  #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas  https://t.co/WJUsWDLWCQ;DI YOGYAKARTA;0
553;26/12/2022 20:16;Dionbonjovi181;@LANGKAHANIES @aniesbaswedan @bos_sir Nasdrun fix ambyarrrrr😂😂  https://t.co/YBHkKSsass;DI YOGYAKARTA;0
554;26/12/2022 20:13;ShaaShaSuliXO;@aniesbaswedan @NasDem @NasDem_Sulsel77  https://t.co/CWKGtYTVAr;DI YOGYAKARTA;1
555;26/12/2022 20:06;WetengAsin;Anies Baswedan mulai gerakan Ormas Terlarang #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas  https://t.co/TmM6wnMfed;DI YOGYAKARTA;0
556;28/12/2022 06:09;NusantaraSetya;@Tita83079013 @aniesbaswedan Anies emang sesat;DKI JAKARTA;0
557;27/12/2022 23:35;mung_paryono;@LANGKAHANIES @aniesbaswedan @bos_sir Ooooo... Yang sekarang namanya Yohanes Anis Rasid Baswedan Singh itu ya...;DKI JAKARTA;0
558;27/12/2022 23:24;Lambe_Nggambleh;Anies Bawesdan Kunjungi Pasar Gede Solo, Sunyi Sepi Fans Anies Kadrun Pada Sembunyi #aniesbaswedan #Trending #Trendingtopic #viral #lambenggamblehjogja    https://t.co/fPCx03AWgN  https://t.co/FuVgjEHQnQ;DKI JAKARTA;0
559;27/12/2022 21:56;iwandermawan63;@Metro_TV @infoBMKG Ya curah hujan ekstrim...istilah zaman @aniesbaswedan ... Sering terlontar....semoga tidak sebesar itu ...malah mengecil....amin;DKI JAKARTA;0
560;27/12/2022 21:41;Kevin_ant5;@aniesbaswedan @feryfarhati  https://t.co/qGkX0hhhkA;DKI JAKARTA;1
561;27/12/2022 20:49;TeguhSudarisman;"@ch_chotimah2 ""Maafkan aku mengecewakanmu, Mas Kus,"" kata @aniesbaswedan. ""Teruslah nyinyir meski nggak berguna."" 💪💪  https://t.co/YVdHGwsrsc";DKI JAKARTA;0
562;27/12/2022 20:29;masochim;Masih ingatkah kau yohanes @aniesbaswedan ..? Dasar munafiq  https://t.co/Wb2pkx3XvG;DKI JAKARTA;0
563;27/12/2022 20:10;RencangAH;Udah tau kan siapa yang jadi pilihan rakyat ? #kerjauntukindonesia #GolkarIndonesia #airlanggahartarto #Pilpres #Pilpres2024 #Pemilu #aniesbaswedan @airlangga_hrt @Golkar2024 @golkar_id @PemimpinBangsa3 @CaryaAirlangga @KoncoAirlangga @putuagenggribig @CapresGolkar  https://t.co/tWSCC54zvy;DKI JAKARTA;0
564;27/12/2022 20:07;masochim;Rakyat sudah cerdas dan bisa bedain mana yg bisa kerja dan mana yg biasa berbohong. Bukan begitu Yohanes @aniesbaswedan;DKI JAKARTA;0
565;27/12/2022 20:02;masochim;Ngebacot aja lu nies @aniesbaswedan;DKI JAKARTA;0
566;27/12/2022 19:57;Nawawi079;@NasDem Tolong pasang spanduk di daerah Jagakarsa, khususnya Srengseng sawah, foto @aniesbaswedan dan lambang Parpol NasDem;DKI JAKARTA;0
567;27/12/2022 19:51;Junz_backup;@petruspasaribuu @aniesbaswedan @prabowo @Gerindra Lain diucap lain pula yg dilakukan.;DKI JAKARTA;0
568;27/12/2022 19:27;money_muffins;Jangan kan ngomong, Anies Baswedan diamnya pun dustai  #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal  https://t.co/Gj0KMin4Gt;DKI JAKARTA;0
569;27/12/2022 19:24;money_muffins;Ternyata Rizieq Shihab Hasut Jamaah MPI Lampung di Rumahnya Petamburan agar mendukung Anies Baswedan  #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah  https://t.co/ruokROPYTp;DKI JAKARTA;0
570;27/12/2022 19:15;GeryNelwan;Anies seorang yang intoleran dan radikal - Tolak Anies Baswedan - #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal  https://t.co/Aqhu8OQOpU;DKI JAKARTA;0
571;27/12/2022 19:15;herfan03;@WarasWareg @Mdy_Asmara1701 Track record berserak. Belum lama dari 2014, dia udah pernah berjanji ga akan copras capres, sejak kampanye pilgub dki sampe setelah menjabat dki-1. Saya yg bego aja bisa liat, masa org sepinter dia termasuk @aniesbaswedan bisa ketipu?;DKI JAKARTA;0
572;27/12/2022 19:15;GeryNelwan;Anies memecah belah bangsa dengan politik identitas Tolak Anies Baswedan #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal  https://t.co/w7EqGptTSv;DKI JAKARTA;0
573;27/12/2022 19:14;GeryNelwan;Jakarta hancur karena Anies, jangan mau ditipu lagi Tolak Anies Baswedan #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal  https://t.co/ZNjpXG9Eip;DKI JAKARTA;0
574;27/12/2022 19:14;GeryNelwan;Waspada Anies bersama simpatisan ormas terlarang - Tolak Anies Baswedan - #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal  https://t.co/2b989XqZpz;DKI JAKARTA;0
575;27/12/2022 19:13;GeryNelwan;Anies otak udang, budak kelompok radikal - Tolak Anies Baswedan - #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal  https://t.co/Cxks12rIyP;DKI JAKARTA;0
576;27/12/2022 19:05;mariakartika55;Tolak keberadaan safari politik Anies Baswedan dimanapun. rakyat tidak butuh sosok Anies #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas  https://t.co/qtjgFEPP2P;DKI JAKARTA;0
577;27/12/2022 18:00;Junz_backup;@doelpaten @anton_istianto @AkuAtikaFaya @aniesbaswedan @bachrum_achmadi @marlina_idha @Mdy_Asmara1701 @tatakujiyati Giliran ke Pak Jokowi kalian Cap KAFIR  Kadrun selalu pake Standar Ganda.;DKI JAKARTA;0
578;27/12/2022 17:33;angaripin;@lapen_mocca78 @tkngkbb @aniesbaswedan Yohanes anis baswedan  https://t.co/nsit9qzbUM;DKI JAKARTA;0
579;27/12/2022 16:44;Junz_backup;@alu_gara @ZulaikaSugiarto @Sukardi2017 @aniesbaswedan Sdh lain lg...skrg Yohanes;DKI JAKARTA;0
580;27/12/2022 16:31;UjangHaerudin12;@Sukardi2017 @aniesbaswedan  https://t.co/zxHieg6kht;DKI JAKARTA;1
581;27/12/2022 15:46;YAPSKH72;Hallo Pak Yohanes, gelar baru nih @aniesbaswedan;DKI JAKARTA;0
582;27/12/2022 11:52;tempebalado7;@YakinNazara @ingatturu @aniesbaswedan Makin goblok;DKI JAKARTA;0
583;27/12/2022 11:46;NusantaraSetya;@Tita83079013 @aniesbaswedan Luwar biasa ngawurnya;DKI JAKARTA;0
584;27/12/2022 11:27;Junz_backup;@doelpaten @AkuAtikaFaya @anton_istianto @aniesbaswedan @bachrum_achmadi @marlina_idha @Mdy_Asmara1701 @tatakujiyati Coba tampilkan kawasan bantaran sungai2 di DKI.  Kalo Kawasan Sudirman - Thamrin emang dah dari anda masih bentuk sperma encer sdh KEREN MEMANG.;DKI JAKARTA;0
585;27/12/2022 11:24;Chang67428409;Kelompok radikal dukung Anies Baswedan,  . #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas;DKI JAKARTA;0
586;27/12/2022 11:23;Chang67428409;Anies Baswedan memang gila kekuasaan . #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas;DKI JAKARTA;0
587;27/12/2022 11:13;Junz_backup;@doelpaten @AkuAtikaFaya @anton_istianto @aniesbaswedan @bachrum_achmadi @marlina_idha @Mdy_Asmara1701 @tatakujiyati Iya, percaya  https://t.co/l0cB5CB0Wj;DKI JAKARTA;0
588;27/12/2022 10:34;GeryNelwan;Anies kinerjanya bobrok hancur berantakan - Tolak Anies Baswedan - #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal  https://t.co/0qSqOPxQBb;DKI JAKARTA;0
