Column1;date;username;tweet;location;label
578;27/11/2022 13:46;yuniot_piliang;Ganjar muliakan para guru-guru🥰😍🫰 #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/RKRLGBiN5c;KALIMANTAN BARAT;1
579;27/11/2022 13:45;yuniot_piliang;Ganjar dan Jokowi memiliki karakter dan perilaku baik🥰😍🫰 #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/zuspt9gPdy;KALIMANTAN BARAT;1
580;27/11/2022 13:44;Saethea3;@ganjarpranowo Ini Pak @ganjarpranowo ✂️ 😄🙆  https://t.co/L0foja4MKp;KALIMANTAN BARAT;0
581;28/11/2022 06:18;Rk_Sumenep;26 November 2022, Jambi - Deklarasi Ijtima Ulama Indonesia untuk Ganjar Pranowo Presiden Republik Indonesia 2024-2029 digelar. Para ulama, habaib, cendikiawan muslim hadir untuk mendukung dan menyukseskan Ganjar Pranowo pada Pilpres 2024 #ijtimaulama #ganjarpranowo #ganjar #ulama  https://t.co/CfBPy2RFbf;KALIMANTAN SELATAN;1
582;28/11/2022 06:15;ConkUf1;#BangkalanKotaDzikirSholawat #TPPJatim #TPPSumenep  @jokowi  @halimiskandarnu @budimuni98 @prabowo @cakimiNOW @billy4riez @KhofifahIP @NajwaShihab @mohmahfudmd @gusmusgusmu @ganjarpranowo @arzeti_bilbina @didehijaudaun  https://t.co/oQdoaOhUd1;KALIMANTAN SELATAN;0
583;28/11/2022 05:32;ImamMuk62200950;Bangkalan Tempatnya Majelis Dzikir dan Shalawat. #BangkalanKotaDzikirSholawat   TPPJatim #TPPSumenep  @jokowi  @halimiskandarnu @yennywahid @prabowo @bclsinclair @NajwaShihab @Ansor_Satu @Lesti_Jenong_DA @mohmahfudmd @gusmusgusmu @ganjarpranowo @agnezmo  https://t.co/vH2Kdwn6vS;KALIMANTAN SELATAN;0
584;27/11/2022 21:27;hanifaisma;Jokowi mendukung penuh Ganjar jadi pemimpin Indonesia.  #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/FyhwXk2Q0W;KALIMANTAN SELATAN;1
585;27/11/2022 21:27;hanifaisma;Ganjar meninjau pembangunan proyek tol semarang-demak.  #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/y5VdHn4KKT;KALIMANTAN SELATAN;1
586;27/11/2022 21:27;hanifaisma;Petani tebu sangat merasakan kepedulian pak ganjar. #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/91ZjgdyjRx;KALIMANTAN SELATAN;1
587;27/11/2022 20:00;diiiiiiiooo;@mouchethung @calon_koki @onseven_saif @gibran_tweet @ganjarpranowo  https://t.co/gBgxrGYE18;KALIMANTAN SELATAN;0
588;28/11/2022 06:18;Rk_Sumenep;26 November 2022, Jambi - Deklarasi Ijtima Ulama Indonesia untuk Ganjar Pranowo Presiden Republik Indonesia 2024-2029 digelar. Para ulama, habaib, cendikiawan muslim hadir untuk mendukung dan menyukseskan Ganjar Pranowo pada Pilpres 2024 #ijtimaulama #ganjarpranowo #ganjar #ulama  https://t.co/CfBPy2RFbf;KALIMANTAN TENGAH;1
589;28/11/2022 06:15;ConkUf1;#BangkalanKotaDzikirSholawat #TPPJatim #TPPSumenep  @jokowi  @halimiskandarnu @budimuni98 @prabowo @cakimiNOW @billy4riez @KhofifahIP @NajwaShihab @mohmahfudmd @gusmusgusmu @ganjarpranowo @arzeti_bilbina @didehijaudaun  https://t.co/oQdoaOhUd1;KALIMANTAN TENGAH;0
590;28/11/2022 05:32;ImamMuk62200950;Bangkalan Tempatnya Majelis Dzikir dan Shalawat. #BangkalanKotaDzikirSholawat   TPPJatim #TPPSumenep  @jokowi  @halimiskandarnu @yennywahid @prabowo @bclsinclair @NajwaShihab @Ansor_Satu @Lesti_Jenong_DA @mohmahfudmd @gusmusgusmu @ganjarpranowo @agnezmo  https://t.co/vH2Kdwn6vS;KALIMANTAN TENGAH;0
591;27/11/2022 21:27;hanifaisma;Jokowi mendukung penuh Ganjar jadi pemimpin Indonesia.  #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/FyhwXk2Q0W;KALIMANTAN TENGAH;1
592;27/11/2022 21:27;hanifaisma;Ganjar meninjau pembangunan proyek tol semarang-demak.  #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/y5VdHn4KKT;KALIMANTAN TENGAH;1
593;27/11/2022 21:27;hanifaisma;Petani tebu sangat merasakan kepedulian pak ganjar. #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/91ZjgdyjRx;KALIMANTAN TENGAH;1
594;27/11/2022 20:00;diiiiiiiooo;@mouchethung @calon_koki @onseven_saif @gibran_tweet @ganjarpranowo  https://t.co/gBgxrGYE18;KALIMANTAN TENGAH;0
595;28/11/2022 06:02;Mbong2021;@ganjarpranowo Like you Mas Bro;KALIMANTAN TIMUR;1
596;27/11/2022 21:27;hanifaisma;Jokowi mendukung penuh Ganjar jadi pemimpin Indonesia.  #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/FyhwXk2Q0W;KALIMANTAN TIMUR;1
597;27/11/2022 21:27;hanifaisma;Ganjar meninjau pembangunan proyek tol semarang-demak.  #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/y5VdHn4KKT;KALIMANTAN TIMUR;1
598;27/11/2022 21:27;hanifaisma;Petani tebu sangat merasakan kepedulian pak ganjar. #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/91ZjgdyjRx;KALIMANTAN TIMUR;1
599;28/11/2022 06:40;WiwinWFirdaus;The next of Mr President of Indonesia 🇮🇩 Mr @ganjarpranowo;KALIMANTAN UTARA;1
600;28/11/2022 06:02;Mbong2021;@ganjarpranowo Like you Mas Bro;KALIMANTAN UTARA;1
601;27/11/2022 14:22;Sinta_dew3;@SonyaPanda25 Indonesia akan maju bersama Ganjar Pranowo;KALIMANTAN UTARA;1
602;27/11/2022 14:11;mommy_ggsr;Jumlah Guru Yang Telah Di lantik #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/ELzJtsRd1J;KALIMANTAN UTARA;1
603;27/11/2022 14:10;mommy_ggsr;Ganjar Berkata Akan Ada Ada  #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/f2vQWuoVZU;KALIMANTAN UTARA;1
604;27/11/2022 14:07;mommy_ggsr;Ganjar Dan Momen Hari Guru #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/xqAQjKElzk;KALIMANTAN UTARA;1
605;27/11/2022 14:07;mommy_ggsr;Ganjar Dan Momen Hari Guru #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/pnQfUU2N9u;KALIMANTAN UTARA;1
606;27/11/2022 14:06;mommy_ggsr;Ganjar Dan Momen Hari Guru #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/8pfyfiMA8j;KALIMANTAN UTARA;1
607;27/11/2022 14:05;mommy_ggsr;Ganjar Dan Momen Hari Guru #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/ssOK0hDiZY;KALIMANTAN UTARA;1
608;27/11/2022 12:14;Joelle81833143;Ini baru pas  #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/TZjCj50jev;KALIMANTAN UTARA;1
609;27/11/2022 11:55;mommy_ggsr;Untuk Bangsa dan Negara Saya Siap #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/9DD81Fy41W;KALIMANTAN UTARA;1
610;27/11/2022 11:55;mommy_ggsr;Kode Keras Untuk Gubernur Jateng #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/iOrAFCkGQ8;KALIMANTAN UTARA;1
611;27/11/2022 11:55;mommy_ggsr;Ciri Pemimpin Yang Mikirin Rakyat #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/XhWRgDcHU8;KALIMANTAN UTARA;1
612;27/11/2022 11:54;mommy_ggsr;Untuk Bangsa dan Negara Saya Siap #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/rfeftb437n;KALIMANTAN UTARA;1
613;27/11/2022 11:54;mommy_ggsr;Untuk Bangsa dan Negara Saya Siap #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/0WkpyKgKFd;KALIMANTAN UTARA;1
614;27/11/2022 11:54;mommy_ggsr;Lupita @Lupita53309261 · 2mnt Kode Ketas Jokowi #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/f58AWVYbeF;KALIMANTAN UTARA;1
615;27/11/2022 10:37;BaladrafDuta;@celintanardi73 Pemimpin berkualitas dan merakyat, dukung Ganjar Pranowo untuk RI 1 2024 👍 #GanjarPilihanJokowi;KALIMANTAN UTARA;1
616;27/11/2022 10:29;RadenSumbu;Ganjar Pranowo sosok yang ramah  dan merakyat   #GanjarPilihanJokowi;KALIMANTAN UTARA;1
617;27/11/2022 10:25;dinda_kirana93;Ganjar Pranowo yang paling mengerti rakyat, sejahterakan guru honorer  #GanjarPilihanJokowi;KALIMANTAN UTARA;1
618;27/11/2022 10:25;dinda_kirana93;Ganjar Pranowo yang paling mengerti rakyat, sejahterakan guru honorer  #GanjarPilihanJokowi;KALIMANTAN UTARA;1
619;27/11/2022 10:25;dinda_kirana93;Ganjar Pranowo yang paling mengerti rakyat, sejahterakan guru honorer  #GanjarPilihanJokowi;KALIMANTAN UTARA;1
620;27/11/2022 10:19;KanjengReseh;Deklarasi komunitas pedagang makanan khas Banyumas dukung Ganjar Pranowo presiden RI 2024  #GanjarPilihanJokowi  https://t.co/JH23D0A23R;KALIMANTAN UTARA;1
621;27/11/2022 10:18;putri_andini93;Pak ganjar sejahterakan guru honorer  #ganjarpranowo #ganjar_pranowo #GanjarPilihanJokowi #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/CFwTZPsMNw;KALIMANTAN UTARA;1
622;27/11/2022 10:16;KanjengReseh;Ganjar Pranowo kerahkan tenaga medis bantu korban Cianjur   #GanjarPilihanJokowi  https://t.co/ECDNJ5Nw55;KALIMANTAN UTARA;1
623;27/11/2022 10:14;JillFin38286803;Ganjar for Presiden 2024. Yookkk kita dukung Pak Ganjar.  #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarPilihanJokowi  https://t.co/xXUmw09qf4;KALIMANTAN UTARA;1
624;27/11/2022 10:13;JillFin38286803;Pak Ganjar dan Pak Jokowi memiliki kemiripan yang sama. Sama2 memikirkan rakyat.  #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarPilihanJokowi  https://t.co/gSF51VRVgR;KALIMANTAN UTARA;1
625;27/11/2022 10:12;RadenSumbu;Ganjar Pranowo sosok peduli akan nasib para GTT   #GanjarPilihanJokowi  https://t.co/Zk5w7MmXrr;KALIMANTAN UTARA;1
626;27/11/2022 10:11;RadenSumbu;Ganjar Pranowo sejahterakan GTT di Jawa Tengah   #GanjarPilihanJokowi  https://t.co/FvpJ04jKH6;KALIMANTAN UTARA;1
627;27/11/2022 10:07;Kathey58779168;Ayo Ganjar pilihan Presiden 2024 #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab #GanjarPilihanJokowi  https://t.co/JHDcdTOPE4;KALIMANTAN UTARA;1
628;27/11/2022 10:04;Kathey58779168;Ayo dukung Ganjar Presiden 2024 #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab #GanjarPilihanJokowi  https://t.co/KEHoD042Sh;KALIMANTAN UTARA;1
629;27/11/2022 10:02;primusanggarata;Ganjar Pranowo sosok yang peduli akan nasib para guru Indonesia   #GanjarPilihanJokowi  https://t.co/wLn18d7xe3;KALIMANTAN UTARA;1
630;27/11/2022 10:01;primusanggarata;Ganjar Pranowo sosok yang pantas menjadi presiden RI 2024   #GanjarPilihanJokowi  https://t.co/4t31H9PhtV;KALIMANTAN UTARA;1
631;27/11/2022 10:01;rastavara30;Bukti prestasi Ganjar Pranowo 👍🇮🇩 #GanjarPilihanJokowi  https://t.co/m9vXWt4hYV;KALIMANTAN UTARA;1
632;27/11/2022 10:01;Darcie48710203;Ayo dukung Ganjar Presiden 2024 #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab #GanjarPilihanJokowi  https://t.co/qDJyrvgcUR;KALIMANTAN UTARA;1
633;27/11/2022 10:00;rastavara30;Sosok pemimpin sudah kelihatan, Ganjar Pranowo untuk RI 1 2024 👍 #GanjarPilihanJokowi  https://t.co/SEOtiPQyPZ;KALIMANTAN UTARA;1
634;27/11/2022 10:00;primusanggarata;Dukung Ganjar Pranowo Capres 2024   #GanjarPilihanJokowi  https://t.co/u5PKNV9Vgz;KALIMANTAN UTARA;1
635;27/11/2022 10:00;primusanggarata;Ganjar Pranowo Capres terbaik 2024   #GanjarPilihanJokowi  https://t.co/fwbEOrbX8A;KALIMANTAN UTARA;1
636;27/11/2022 10:00;Darcie48710203;Ganjar cocom jadi Presiden 2024 keren #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab #GanjarPilihanJokowi  https://t.co/F8EELanlD6;KALIMANTAN UTARA;1
637;27/11/2022 10:00;primusanggarata;Untuk bangsa dan negara Ganjar Pranowo siap Capres 2024   #GanjarPilihanJokowi  https://t.co/BNn4xB7Y6q;KALIMANTAN UTARA;1
638;26/11/2022 18:53;Manurung1D;"@branjangankawat @Maudy_kena_asma @ganjarpranowo Boleh juga usahanya untuk ""menyehatkan"" orang2 yg sakit parah 🤣🤣🤣";KALIMANTAN UTARA;0
639;26/11/2022 17:12;jonycandra_;Pemimpin yang berdidaksi tinggi punya aura kerja keras dan konsistensi mengayomi rakyat yabg tinggi  #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah  https://t.co/FhnGUISAcO;KALIMANTAN UTARA;1
640;26/11/2022 15:40;mommy_ggsr;Ciri Pemimpin Yang Mikirin Rakyat #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/2VxfkVSF8l;KALIMANTAN UTARA;1
641;26/11/2022 15:39;mommy_ggsr;Untuk Bangsa Dan Negara Saya Siap #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/n2Iro8MzOe;KALIMANTAN UTARA;1
642;26/11/2022 15:38;mommy_ggsr;Kode Keras Jokowi #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/dq0k24QqT3;KALIMANTAN UTARA;1
643;26/11/2022 15:38;mommy_ggsr;Sorang Pemimpin Yang Mikirin Rakyat Akan Kelihatan Dari Penampilannya #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/XzHQzIxzco;KALIMANTAN UTARA;1
644;26/11/2022 15:22;Nirman91666590;Ganjar cepat tanggap bantu korban gempa cianjur   #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/gchRtFN7L1;KALIMANTAN UTARA;1
645;26/11/2022 15:18;Nirman91666590;Ganjar salurkan bantuan dan bangun posko bantuan korban gempa cianjur   #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/eZCnMHfe3I;KALIMANTAN UTARA;1
646;26/11/2022 15:13;FajardoCatelyn;Ganjor Pranowo Pemimpin Hebat Pilihan Rakyat!! Masyarakat Mendukung Ganjar Pranowo Presiden 2024!  #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah  https://t.co/FzfOuRgBIW;KALIMANTAN UTARA;1
647;26/11/2022 15:12;FajardoCatelyn;Kode Keras.. Pak Jokowi Pilih Ganjar Pranowo Presiden 2024..  #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah  https://t.co/6uOpRIOpk9;KALIMANTAN UTARA;1
648;26/11/2022 15:12;FajardoCatelyn;Luar biasa, Seluruh masyarakat mendukung Ganjar Pranowo menjadi Presiden Indonesia 2024..!!  #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat  https://t.co/V61kYTRpyY;KALIMANTAN UTARA;1
649;26/11/2022 15:11;FajardoCatelyn;Ganjar Pranowo Pemimpin Hebat! Layak Menjadi Presiden 2024! Masyarakat mendukung penuh ganjar!  #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah  https://t.co/nXFaZfnLgE;KALIMANTAN UTARA;1
650;26/11/2022 15:10;FajardoCatelyn;Kode Keras.. Pak Jokowi Pilih Ganjar Pranowo Presiden 2024..  #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah  https://t.co/MHaJJ6UxQm;KALIMANTAN UTARA;1
651;26/11/2022 15:10;FajardoCatelyn;Kode Keras.. Pak Jokowi Pilih Ganjar Pranowo Presiden 2024..  #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah  https://t.co/U64ZW22jOI;KALIMANTAN UTARA;1
652;26/11/2022 15:10;FajardoCatelyn;Mantap, Masyarakat Dukung Ganjar Pranowo menjadi Presiden Indonesia 2024..!!  #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat  https://t.co/ZrFpIbaDMj;KALIMANTAN UTARA;1
653;26/11/2022 15:09;FajardoCatelyn;Ganjar Pranowo Calon Presiden Terbaik Pilihan Rakyat yang dapat membawa perubahan bagi Indonesia. Ganjar Presiden 2024!  #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat  https://t.co/Em0405I0Co;KALIMANTAN UTARA;1
654;26/11/2022 15:08;FajardoCatelyn;Kode Keras.. Pak Jokowi Pilih Ganjar Pranowo Presiden 2024..  #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah  https://t.co/BwVbzxYhAw;KALIMANTAN UTARA;1
655;26/11/2022 15:07;mommy_ggsr;Ganjar Dipercaya Lanjutkan Kesuksesan Jokowi #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/jeAL9yqmUj;KALIMANTAN UTARA;1
656;26/11/2022 15:07;Darcie48710203;Ganjar sangat cocok sudaj #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/F8ogE0gr9l;KALIMANTAN UTARA;1
657;26/11/2022 15:07;mommy_ggsr;Ganjar Cinta Produk Dalam Negari #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/7lyGngtPfl;KALIMANTAN UTARA;1
658;26/11/2022 15:07;mommy_ggsr;Ganjar Calon Pemimpin Hebat  #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/W7BmTu7b8W;KALIMANTAN UTARA;1
659;26/11/2022 15:07;mommy_ggsr;Ganjar Solidaritas Relawan Ganjar Meringankan Beban Kesedihan Korban Bencana  #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/Ihd33I9z3s;KALIMANTAN UTARA;1
660;26/11/2022 15:06;mommy_ggsr;Ganjar Peduli Untuk Laut #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/UdsgBaOBX0;KALIMANTAN UTARA;1
661;26/11/2022 15:06;mommy_ggsr;Ganjar Peduli Untuk Laut #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/yhPDR5yP9Z;KALIMANTAN UTARA;1
